f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,band gap,label
3.337384E+00,0.000000E+00,0.000000E+00,-1.668692E+00,2.890260E+00,0.000000E+00,0.000000E+00,-1.000000E-16,3.129509E+01,6.666670E-01,3.333330E-01,3.736641E-01,6.666670E-01,3.333330E-01,2.157090E-01,0.000000E+00,0.000000E+00,2.768712E-01,3.333330E-01,6.666670E-01,3.819454E-01,3.333330E-01,6.666670E-01,2.572131E-01,2.400000E+01,7.300000E+01,7.000000E+00,8.000000E+00,9.000000E+00,0.000000E+00,0
3.034041E+00,1.000000E-16,0.000000E+00,-1.517021E+00,2.627557E+00,3.000000E-16,2.000000E-16,-5.000000E-16,3.786567E+01,6.666670E-01,3.333330E-01,3.366395E-01,6.666670E-01,3.333330E-01,2.421084E-01,0.000000E+00,0.000000E+00,3.004743E-01,3.333330E-01,6.666670E-01,3.588009E-01,3.333330E-01,6.666670E-01,2.673799E-01,2.400000E+01,7.300000E+01,7.000000E+00,8.000000E+00,1.000000E+00,4.900000E-02,1
3.179445E+00,0.000000E+00,0.000000E+00,-1.589723E+00,2.753480E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.448148E+01,3.333330E-01,6.666670E-01,3.780013E-01,0.000000E+00,0.000000E+00,2.983830E-01,6.666670E-01,3.333330E-01,3.254348E-01,6.666670E-01,3.333330E-01,2.378886E-01,3.333330E-01,6.666670E-01,2.656954E-01,2.400000E+01,2.200000E+01,6.000000E+00,3.500000E+01,1.000000E+00,0.000000E+00,0
3.266830E+00,0.000000E+00,0.000000E+00,-1.633415E+00,2.829158E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.266146E+01,6.666670E-01,3.333330E-01,2.149568E-01,0.000000E+00,0.000000E+00,3.043797E-01,3.333330E-01,6.666670E-01,3.818780E-01,6.666670E-01,3.333330E-01,3.327562E-01,3.333330E-01,6.666670E-01,2.714323E-01,2.400000E+01,2.200000E+01,6.000000E+00,1.700000E+01,3.500000E+01,0.000000E+00,0
3.138928E+00,0.000000E+00,0.000000E+00,-1.569464E+00,2.718392E+00,0.000000E+00,0.000000E+00,-1.000000E-16,3.537739E+01,0.000000E+00,0.000000E+00,2.993737E-01,3.333330E-01,6.666670E-01,3.728864E-01,6.666670E-01,3.333330E-01,3.262173E-01,6.666670E-01,3.333330E-01,2.398071E-01,3.333330E-01,6.666670E-01,2.671184E-01,2.400000E+01,2.200000E+01,6.000000E+00,1.700000E+01,1.000000E+00,3.000000E-03,1
3.273598E+00,0.000000E+00,0.000000E+00,-1.636799E+00,2.835019E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.252654E+01,6.666670E-01,3.333330E-01,2.171893E-01,0.000000E+00,0.000000E+00,3.071440E-01,6.666670E-01,3.333330E-01,3.359654E-01,3.333330E-01,6.666670E-01,3.712507E-01,3.333330E-01,6.666670E-01,2.738536E-01,2.400000E+01,2.200000E+01,6.000000E+00,9.000000E+00,3.500000E+01,0.000000E+00,0
3.246048E+00,0.000000E+00,0.000000E+00,-1.623024E+00,2.811160E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.308100E+01,0.000000E+00,0.000000E+00,3.060859E-01,6.666670E-01,3.333330E-01,2.220236E-01,6.666670E-01,3.333330E-01,3.345751E-01,3.333330E-01,6.666670E-01,3.699990E-01,3.333330E-01,6.666670E-01,2.727193E-01,2.400000E+01,2.200000E+01,6.000000E+00,9.000000E+00,1.700000E+01,0.000000E+00,0
3.183614E+00,0.000000E+00,0.000000E+00,-1.591807E+00,2.757091E+00,0.000000E+00,0.000000E+00,-1.000000E-16,3.439123E+01,0.000000E+00,0.000000E+00,3.018004E-01,6.666670E-01,3.333330E-01,3.296609E-01,3.333330E-01,6.666670E-01,3.639941E-01,6.666670E-01,3.333330E-01,2.410443E-01,3.333330E-01,6.666670E-01,2.689032E-01,2.400000E+01,2.200000E+01,6.000000E+00,9.000000E+00,1.000000E+00,0.000000E+00,0
3.200251E+00,0.000000E+00,0.000000E+00,-1.600125E+00,2.771498E+00,0.000000E+00,-1.000000E-16,-4.000000E-16,3.403460E+01,6.666670E-01,3.333330E-01,2.200388E-01,0.000000E+00,0.000000E+00,3.033136E-01,6.666670E-01,3.333330E-01,3.413127E-01,3.333330E-01,6.666670E-01,3.646799E-01,3.333330E-01,6.666670E-01,2.760580E-01,2.400000E+01,2.200000E+01,6.000000E+00,8.000000E+00,3.500000E+01,1.300000E-01,1
3.154102E+00,0.000000E+00,0.000000E+00,-1.577051E+00,2.731532E+00,0.000000E+00,0.000000E+00,5.000000E-16,3.503783E+01,0.000000E+00,0.000000E+00,3.025182E-01,6.666670E-01,3.333330E-01,2.251791E-01,6.666670E-01,3.333330E-01,3.396102E-01,3.333330E-01,6.666670E-01,3.629882E-01,3.333330E-01,6.666670E-01,2.751072E-01,2.400000E+01,2.200000E+01,6.000000E+00,8.000000E+00,1.700000E+01,5.900000E-02,1
3.181097E+00,0.000000E+00,0.000000E+00,-1.590549E+00,2.754911E+00,0.000000E+00,1.000000E-16,0.000000E+00,3.444567E+01,0.000000E+00,0.000000E+00,2.998357E-01,6.666670E-01,3.333330E-01,3.371529E-01,6.666670E-01,3.333330E-01,2.357226E-01,3.333330E-01,6.666670E-01,3.607562E-01,3.333330E-01,6.666670E-01,2.719355E-01,2.400000E+01,2.200000E+01,6.000000E+00,8.000000E+00,9.000000E+00,8.700000E-02,1
3.039755E+00,0.000000E+00,0.000000E+00,-1.519877E+00,2.632505E+00,0.000000E+00,0.000000E+00,-3.000000E-16,3.772346E+01,0.000000E+00,0.000000E+00,3.009200E-01,6.666670E-01,3.333330E-01,3.322429E-01,6.666670E-01,3.333330E-01,2.447652E-01,3.333330E-01,6.666670E-01,3.560095E-01,3.333330E-01,6.666670E-01,2.714653E-01,2.400000E+01,2.200000E+01,6.000000E+00,8.000000E+00,1.000000E+00,0.000000E+00,0
3.184728E+00,0.000000E+00,0.000000E+00,-1.592364E+00,2.758055E+00,0.000000E+00,0.000000E+00,-1.000000E-16,3.436719E+01,3.333330E-01,6.666670E-01,3.759993E-01,6.666670E-01,3.333330E-01,3.229092E-01,6.666670E-01,3.333330E-01,2.397640E-01,0.000000E+00,0.000000E+00,2.982786E-01,3.333330E-01,6.666670E-01,2.684518E-01,2.400000E+01,2.200000E+01,7.000000E+00,3.500000E+01,1.000000E+00,0.000000E+00,0
3.278979E+00,0.000000E+00,0.000000E+00,-1.639490E+00,2.839679E+00,0.000000E+00,0.000000E+00,1.000000E-16,3.241987E+01,6.666670E-01,3.333330E-01,2.168626E-01,3.333330E-01,6.666670E-01,3.795102E-01,6.666670E-01,3.333330E-01,3.303313E-01,0.000000E+00,0.000000E+00,3.042233E-01,3.333330E-01,6.666670E-01,2.744754E-01,2.400000E+01,2.200000E+01,7.000000E+00,1.700000E+01,3.500000E+01,0.000000E+00,0
3.145589E+00,0.000000E+00,0.000000E+00,-1.572794E+00,2.724160E+00,0.000000E+00,0.000000E+00,2.000000E-16,3.522774E+01,3.333330E-01,6.666670E-01,3.708028E-01,6.666670E-01,3.333330E-01,3.237376E-01,6.666670E-01,3.333330E-01,2.416721E-01,0.000000E+00,0.000000E+00,2.993923E-01,3.333330E-01,6.666670E-01,2.697980E-01,2.400000E+01,2.200000E+01,7.000000E+00,1.700000E+01,1.000000E+00,0.000000E+00,0
3.293027E+00,0.000000E+00,0.000000E+00,-1.646514E+00,2.851845E+00,0.000000E+00,0.000000E+00,1.000000E-16,3.214385E+01,6.666670E-01,3.333330E-01,2.191883E-01,6.666670E-01,3.333330E-01,3.334245E-01,3.333330E-01,6.666670E-01,3.680377E-01,0.000000E+00,0.000000E+00,3.075877E-01,3.333330E-01,6.666670E-01,2.771647E-01,2.400000E+01,2.200000E+01,7.000000E+00,9.000000E+00,3.500000E+01,0.000000E+00,0
3.250719E+00,0.000000E+00,0.000000E+00,-1.625360E+00,2.815205E+00,0.000000E+00,0.000000E+00,-1.000000E-16,3.298601E+01,6.666670E-01,3.333330E-01,2.251530E-01,6.666670E-01,3.333330E-01,3.317898E-01,3.333330E-01,6.666670E-01,3.654017E-01,0.000000E+00,0.000000E+00,3.066971E-01,3.333330E-01,6.666670E-01,2.763614E-01,2.400000E+01,2.200000E+01,7.000000E+00,9.000000E+00,1.700000E+01,0.000000E+00,0
3.201472E+00,0.000000E+00,0.000000E+00,-1.600736E+00,2.772556E+00,0.000000E+00,0.000000E+00,-3.000000E-16,3.400864E+01,6.666670E-01,3.333330E-01,3.272607E-01,3.333330E-01,6.666670E-01,3.620223E-01,6.666670E-01,3.333330E-01,2.422545E-01,0.000000E+00,0.000000E+00,3.021949E-01,3.333330E-01,6.666670E-01,2.716705E-01,2.400000E+01,2.200000E+01,7.000000E+00,9.000000E+00,1.000000E+00,0.000000E+00,0
3.164944E+00,3.000000E-16,1.000000E-16,-1.582472E+00,2.740922E+00,1.000000E-16,-1.100000E-15,6.000000E-16,3.479819E+01,6.666670E-01,3.333330E-01,2.220022E-01,6.666670E-01,3.333330E-01,3.391180E-01,0.000000E+00,0.000000E+00,3.042647E-01,3.333330E-01,6.666670E-01,3.631437E-01,3.333330E-01,6.666670E-01,2.768743E-01,2.400000E+01,2.200000E+01,7.000000E+00,8.000000E+00,3.500000E+01,0.000000E+00,0
3.122423E+00,3.000000E-16,0.000000E+00,-1.561211E+00,2.704098E+00,-1.000000E-16,3.000000E-16,-1.900000E-15,3.575240E+01,6.666670E-01,3.333330E-01,2.272562E-01,6.666670E-01,3.333330E-01,3.374214E-01,0.000000E+00,0.000000E+00,3.034542E-01,3.333330E-01,6.666670E-01,3.612607E-01,3.333330E-01,6.666670E-01,2.760103E-01,2.400000E+01,2.200000E+01,7.000000E+00,8.000000E+00,1.700000E+01,0.000000E+00,0
3.179961E+00,0.000000E+00,0.000000E+00,-1.589981E+00,2.753927E+00,1.000000E-16,-1.000000E-16,-1.000000E-15,3.447029E+01,6.666670E-01,3.333330E-01,3.394560E-01,6.666670E-01,3.333330E-01,2.356268E-01,0.000000E+00,0.000000E+00,2.989967E-01,3.333330E-01,6.666670E-01,3.611436E-01,3.333330E-01,6.666670E-01,2.701798E-01,2.400000E+01,2.200000E+01,7.000000E+00,8.000000E+00,9.000000E+00,0.000000E+00,0
3.044900E+00,-1.000000E-16,0.000000E+00,-1.522450E+00,2.636960E+00,3.000000E-16,1.000000E-16,-6.100000E-15,3.759609E+01,6.666670E-01,3.333330E-01,3.300690E-01,6.666670E-01,3.333330E-01,2.467603E-01,0.000000E+00,0.000000E+00,3.007307E-01,3.333330E-01,6.666670E-01,3.536891E-01,3.333330E-01,6.666670E-01,2.741539E-01,2.400000E+01,2.200000E+01,7.000000E+00,8.000000E+00,1.000000E+00,0.000000E+00,0
3.150313E+00,0.000000E+00,0.000000E+00,-1.575157E+00,2.728251E+00,0.000000E+00,0.000000E+00,3.000000E-16,3.512216E+01,3.333330E-01,6.666670E-01,3.752036E-01,0.000000E+00,0.000000E+00,2.970842E-01,6.666670E-01,3.333330E-01,3.228912E-01,6.666670E-01,3.333330E-01,2.416461E-01,3.333330E-01,6.666670E-01,2.685779E-01,2.400000E+01,2.300000E+01,6.000000E+00,3.500000E+01,1.000000E+00,0.000000E+00,0
3.244973E+00,0.000000E+00,0.000000E+00,-1.622486E+00,2.810229E+00,0.000000E+00,0.000000E+00,1.000000E-16,3.310293E+01,6.666670E-01,3.333330E-01,2.192886E-01,0.000000E+00,0.000000E+00,3.030078E-01,3.333330E-01,6.666670E-01,3.789324E-01,6.666670E-01,3.333330E-01,3.297599E-01,3.333330E-01,6.666670E-01,2.744143E-01,2.400000E+01,2.300000E+01,6.000000E+00,1.700000E+01,3.500000E+01,0.000000E+00,0
3.112972E+00,0.000000E+00,0.000000E+00,-1.556486E+00,2.695913E+00,0.000000E+00,0.000000E+00,-1.000000E-16,3.596981E+01,0.000000E+00,0.000000E+00,2.981055E-01,3.333330E-01,6.666670E-01,3.703146E-01,6.666670E-01,3.333330E-01,3.238880E-01,6.666670E-01,3.333330E-01,2.432399E-01,3.333330E-01,6.666670E-01,2.698550E-01,2.400000E+01,2.300000E+01,6.000000E+00,1.700000E+01,1.000000E+00,0.000000E+00,0
3.266517E+00,0.000000E+00,0.000000E+00,-1.633258E+00,2.828887E+00,0.000000E+00,0.000000E+00,-1.000000E-16,3.266772E+01,6.666670E-01,3.333330E-01,2.205819E-01,0.000000E+00,0.000000E+00,3.055921E-01,6.666670E-01,3.333330E-01,3.334495E-01,3.333330E-01,6.666670E-01,3.694047E-01,3.333330E-01,6.666670E-01,2.763747E-01,2.400000E+01,2.300000E+01,6.000000E+00,9.000000E+00,3.500000E+01,0.000000E+00,0
3.221583E+00,0.000000E+00,0.000000E+00,-1.610791E+00,2.789972E+00,0.000000E+00,0.000000E+00,-2.000000E-16,3.358537E+01,0.000000E+00,0.000000E+00,3.049388E-01,6.666670E-01,3.333330E-01,2.268997E-01,6.666670E-01,3.333330E-01,3.316215E-01,3.333330E-01,6.666670E-01,3.658445E-01,3.333330E-01,6.666670E-01,2.760984E-01,2.400000E+01,2.300000E+01,6.000000E+00,9.000000E+00,1.700000E+01,0.000000E+00,0
3.174544E+00,0.000000E+00,0.000000E+00,-1.587272E+00,2.749235E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.458805E+01,0.000000E+00,0.000000E+00,3.003607E-01,6.666670E-01,3.333330E-01,3.279394E-01,3.333330E-01,6.666670E-01,3.628435E-01,6.666670E-01,3.333330E-01,2.433363E-01,3.333330E-01,6.666670E-01,2.709230E-01,2.400000E+01,2.300000E+01,6.000000E+00,9.000000E+00,1.000000E+00,0.000000E+00,0
3.120636E+00,0.000000E+00,1.000000E-16,-1.560318E+00,2.702550E+00,-1.000000E-16,7.000000E-16,5.000000E-16,3.579335E+01,6.666670E-01,3.333330E-01,2.246387E-01,0.000000E+00,0.000000E+00,3.030671E-01,6.666670E-01,3.333330E-01,3.377079E-01,3.333330E-01,6.666670E-01,3.622349E-01,3.333330E-01,6.666670E-01,2.777544E-01,2.400000E+01,2.300000E+01,6.000000E+00,8.000000E+00,3.500000E+01,0.000000E+00,0
3.111623E+00,0.000000E+00,0.000000E+00,-1.555812E+00,2.694745E+00,0.000000E+00,1.000000E-16,3.000000E-16,3.600100E+01,0.000000E+00,0.000000E+00,3.014923E-01,6.666670E-01,3.333330E-01,2.271456E-01,6.666670E-01,3.333330E-01,3.392216E-01,3.333330E-01,6.666670E-01,3.622552E-01,3.333330E-01,6.666670E-01,2.752881E-01,2.400000E+01,2.300000E+01,6.000000E+00,8.000000E+00,1.700000E+01,0.000000E+00,0
3.144446E+00,0.000000E+00,0.000000E+00,-1.572223E+00,2.723170E+00,0.000000E+00,1.000000E-16,-6.000000E-16,3.525335E+01,0.000000E+00,0.000000E+00,3.007058E-01,6.666670E-01,3.333330E-01,3.352783E-01,6.666670E-01,3.333330E-01,2.370165E-01,3.333330E-01,6.666670E-01,3.594207E-01,3.333330E-01,6.666670E-01,2.729816E-01,2.400000E+01,2.300000E+01,6.000000E+00,8.000000E+00,9.000000E+00,0.000000E+00,0
3.019170E+00,0.000000E+00,0.000000E+00,-1.509585E+00,2.614678E+00,0.000000E+00,0.000000E+00,-2.000000E-16,3.823961E+01,0.000000E+00,0.000000E+00,2.992866E-01,6.666670E-01,3.333330E-01,3.304624E-01,6.666670E-01,3.333330E-01,2.479398E-01,3.333330E-01,6.666670E-01,3.546916E-01,3.333330E-01,6.666670E-01,2.730227E-01,2.400000E+01,2.300000E+01,6.000000E+00,8.000000E+00,1.000000E+00,0.000000E+00,0
3.148815E+00,0.000000E+00,0.000000E+00,-1.574407E+00,2.726953E+00,0.000000E+00,-2.000000E-16,-5.000000E-16,3.515560E+01,3.333330E-01,6.666670E-01,3.733016E-01,6.666670E-01,3.333330E-01,3.200377E-01,6.666670E-01,3.333330E-01,2.428459E-01,0.000000E+00,0.000000E+00,2.986426E-01,3.333330E-01,6.666670E-01,2.705751E-01,2.400000E+01,2.300000E+01,7.000000E+00,3.500000E+01,1.000000E+00,0.000000E+00,0
3.264233E+00,0.000000E+00,0.000000E+00,-1.632116E+00,2.826909E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.271345E+01,6.666670E-01,3.333330E-01,2.189305E-01,3.333330E-01,6.666670E-01,3.786015E-01,6.666670E-01,3.333330E-01,3.298996E-01,0.000000E+00,0.000000E+00,3.030956E-01,3.333330E-01,6.666670E-01,2.748758E-01,2.400000E+01,2.300000E+01,7.000000E+00,1.700000E+01,3.500000E+01,1.660000E-01,1
3.141527E+00,-1.000000E-16,0.000000E+00,-1.570763E+00,2.720642E+00,0.000000E+00,1.000000E-16,-5.000000E-16,3.531889E+01,3.333330E-01,6.666670E-01,3.697363E-01,6.666670E-01,3.333330E-01,3.230739E-01,6.666670E-01,3.333330E-01,2.435542E-01,0.000000E+00,0.000000E+00,2.981274E-01,3.333330E-01,6.666670E-01,2.709111E-01,2.400000E+01,2.300000E+01,7.000000E+00,1.700000E+01,1.000000E+00,0.000000E+00,0
3.270020E+00,-2.000000E-16,0.000000E+00,-1.635010E+00,2.831921E+00,1.000000E-16,1.000000E-16,-4.000000E-16,3.259776E+01,6.666670E-01,3.333330E-01,2.217613E-01,6.666670E-01,3.333330E-01,3.329983E-01,3.333330E-01,6.666670E-01,3.664035E-01,0.000000E+00,0.000000E+00,3.068515E-01,3.333330E-01,6.666670E-01,2.773884E-01,2.400000E+01,2.300000E+01,7.000000E+00,9.000000E+00,3.500000E+01,6.400000E-02,1
3.242327E+00,-1.000000E-16,0.000000E+00,-1.621164E+00,2.807938E+00,0.000000E+00,-1.000000E-16,0.000000E+00,3.315697E+01,6.666670E-01,3.333330E-01,2.269186E-01,6.666670E-01,3.333330E-01,3.315337E-01,3.333330E-01,6.666670E-01,3.648947E-01,0.000000E+00,0.000000E+00,3.057506E-01,3.333330E-01,6.666670E-01,2.763053E-01,2.400000E+01,2.300000E+01,7.000000E+00,9.000000E+00,1.700000E+01,0.000000E+00,0
3.180321E+00,0.000000E+00,0.000000E+00,-1.590160E+00,2.754239E+00,0.000000E+00,0.000000E+00,-1.000000E-16,3.446250E+01,6.666670E-01,3.333330E-01,3.264200E-01,3.333330E-01,6.666670E-01,3.587117E-01,6.666670E-01,3.333330E-01,2.460518E-01,0.000000E+00,0.000000E+00,3.013226E-01,3.333330E-01,6.666670E-01,2.728969E-01,2.400000E+01,2.300000E+01,7.000000E+00,9.000000E+00,1.000000E+00,0.000000E+00,0
3.143766E+00,2.000000E-16,0.000000E+00,-1.571883E+00,2.722581E+00,-2.000000E-16,-5.000000E-16,3.000000E-15,3.526860E+01,6.666670E-01,3.333330E-01,2.249856E-01,6.666670E-01,3.333330E-01,3.373241E-01,0.000000E+00,0.000000E+00,3.031008E-01,3.333330E-01,6.666670E-01,3.613388E-01,3.333330E-01,6.666670E-01,2.786536E-01,2.400000E+01,2.300000E+01,7.000000E+00,8.000000E+00,3.500000E+01,0.000000E+00,0
3.117449E+00,0.000000E+00,0.000000E+00,-1.558725E+00,2.699790E+00,-2.000000E-16,2.000000E-16,1.000000E-16,3.586657E+01,6.666670E-01,3.333330E-01,2.265008E-01,6.666670E-01,3.333330E-01,3.412180E-01,0.000000E+00,0.000000E+00,3.013967E-01,3.333330E-01,6.666670E-01,3.626242E-01,3.333330E-01,6.666670E-01,2.736633E-01,2.400000E+01,2.300000E+01,7.000000E+00,8.000000E+00,1.700000E+01,0.000000E+00,0
3.179076E+00,0.000000E+00,0.000000E+00,-1.589538E+00,2.753160E+00,0.000000E+00,-1.000000E-16,1.000000E-16,3.448950E+01,6.666670E-01,3.333330E-01,3.390105E-01,6.666670E-01,3.333330E-01,2.368309E-01,0.000000E+00,0.000000E+00,2.981089E-01,3.333330E-01,6.666670E-01,3.605551E-01,3.333330E-01,6.666670E-01,2.708975E-01,2.400000E+01,2.300000E+01,7.000000E+00,8.000000E+00,9.000000E+00,0.000000E+00,0
3.041986E+00,0.000000E+00,0.000000E+00,-1.520993E+00,2.634437E+00,1.000000E-16,-6.000000E-16,-1.000000E-15,3.766815E+01,6.666670E-01,3.333330E-01,3.312977E-01,6.666670E-01,3.333330E-01,2.469887E-01,0.000000E+00,0.000000E+00,2.987926E-01,3.333330E-01,6.666670E-01,3.547984E-01,3.333330E-01,6.666670E-01,2.735256E-01,2.400000E+01,2.300000E+01,7.000000E+00,8.000000E+00,1.000000E+00,0.000000E+00,0
3.324428E+00,0.000000E+00,0.000000E+00,-1.662214E+00,2.879039E+00,0.000000E+00,1.000000E-16,0.000000E+00,3.153950E+01,3.333330E-01,6.666670E-01,3.886340E-01,6.666670E-01,3.333330E-01,2.090060E-01,0.000000E+00,0.000000E+00,3.027644E-01,6.666670E-01,3.333330E-01,3.318351E-01,3.333330E-01,6.666670E-01,2.731634E-01,2.400000E+01,7.400000E+01,6.000000E+00,3.500000E+01,3.500000E+01,0.000000E+00,0
3.202049E+00,0.000000E+00,0.000000E+00,-1.601024E+00,2.773056E+00,0.000000E+00,0.000000E+00,1.000000E-16,3.399639E+01,3.333330E-01,6.666670E-01,3.769369E-01,0.000000E+00,0.000000E+00,3.003424E-01,6.666670E-01,3.333330E-01,3.226241E-01,6.666670E-01,3.333330E-01,2.376809E-01,3.333330E-01,6.666670E-01,2.678186E-01,2.400000E+01,7.400000E+01,6.000000E+00,3.500000E+01,1.000000E+00,0.000000E+00,0
3.280818E+00,0.000000E+00,0.000000E+00,-1.640409E+00,2.841272E+00,0.000000E+00,2.000000E-16,-4.000000E-16,3.238354E+01,6.666670E-01,3.333330E-01,2.112204E-01,0.000000E+00,0.000000E+00,3.040750E-01,3.333330E-01,6.666670E-01,3.831258E-01,6.666670E-01,3.333330E-01,3.327598E-01,3.333330E-01,6.666670E-01,2.742220E-01,2.400000E+01,7.400000E+01,6.000000E+00,1.700000E+01,3.500000E+01,0.000000E+00,0
3.221049E+00,0.000000E+00,0.000000E+00,-1.610524E+00,2.789510E+00,0.000000E+00,-1.000000E-16,1.000000E-16,3.359650E+01,0.000000E+00,0.000000E+00,3.040959E-01,3.333330E-01,6.666670E-01,3.802384E-01,6.666670E-01,3.333330E-01,2.169869E-01,6.666670E-01,3.333330E-01,3.310129E-01,3.333330E-01,6.666670E-01,2.730688E-01,2.400000E+01,7.400000E+01,6.000000E+00,1.700000E+01,1.700000E+01,0.000000E+00,0
3.122519E+00,0.000000E+00,0.000000E+00,-1.561260E+00,2.704181E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.575019E+01,0.000000E+00,0.000000E+00,2.996511E-01,3.333330E-01,6.666670E-01,3.731434E-01,6.666670E-01,3.333330E-01,3.261688E-01,6.666670E-01,3.333330E-01,2.388542E-01,3.333330E-01,6.666670E-01,2.675855E-01,2.400000E+01,7.400000E+01,6.000000E+00,1.700000E+01,1.000000E+00,0.000000E+00,0
3.285867E+00,0.000000E+00,0.000000E+00,-1.642933E+00,2.845644E+00,0.000000E+00,0.000000E+00,-2.000000E-16,3.228411E+01,6.666670E-01,3.333330E-01,2.138278E-01,0.000000E+00,0.000000E+00,3.062747E-01,6.666670E-01,3.333330E-01,3.362135E-01,3.333330E-01,6.666670E-01,3.723350E-01,3.333330E-01,6.666670E-01,2.767519E-01,2.400000E+01,7.400000E+01,6.000000E+00,9.000000E+00,3.500000E+01,0.000000E+00,0
3.263563E+00,0.000000E+00,0.000000E+00,-1.631782E+00,2.826329E+00,0.000000E+00,0.000000E+00,2.000000E-16,3.272688E+01,0.000000E+00,0.000000E+00,3.051366E-01,6.666670E-01,3.333330E-01,2.184486E-01,6.666670E-01,3.333330E-01,3.348228E-01,3.333330E-01,6.666670E-01,3.711845E-01,3.333330E-01,6.666670E-01,2.758105E-01,2.400000E+01,7.400000E+01,6.000000E+00,9.000000E+00,1.700000E+01,0.000000E+00,0
3.287781E+00,0.000000E+00,0.000000E+00,-1.643890E+00,2.847302E+00,0.000000E+00,0.000000E+00,-1.000000E-16,3.224652E+01,0.000000E+00,0.000000E+00,3.037046E-01,6.666670E-01,3.333330E-01,3.297759E-01,3.333330E-01,6.666670E-01,3.660421E-01,6.666670E-01,3.333330E-01,2.313653E-01,3.333330E-01,6.666670E-01,2.745150E-01,2.400000E+01,7.400000E+01,6.000000E+00,9.000000E+00,9.000000E+00,2.270000E-01,1
3.169228E+00,0.000000E+00,0.000000E+00,-1.584614E+00,2.744632E+00,0.000000E+00,1.000000E-16,-1.000000E-16,3.470416E+01,0.000000E+00,0.000000E+00,3.018039E-01,6.666670E-01,3.333330E-01,3.294899E-01,3.333330E-01,6.666670E-01,3.641543E-01,6.666670E-01,3.333330E-01,2.405613E-01,3.333330E-01,6.666670E-01,2.693935E-01,2.400000E+01,7.400000E+01,6.000000E+00,9.000000E+00,1.000000E+00,0.000000E+00,0
3.030045E+00,0.000000E+00,0.000000E+00,-1.515023E+00,2.624096E+00,0.000000E+00,0.000000E+00,3.000000E-16,3.796561E+01,0.000000E+00,0.000000E+00,3.039981E-01,6.666670E-01,3.333330E-01,3.296312E-01,3.333330E-01,6.666670E-01,3.550303E-01,6.666670E-01,3.333330E-01,2.448002E-01,3.333330E-01,6.666670E-01,2.719431E-01,2.400000E+01,7.400000E+01,6.000000E+00,1.000000E+00,1.000000E+00,0.000000E+00,0
3.150427E+00,-1.000000E-16,-1.000000E-16,-1.575213E+00,2.728349E+00,1.000000E-16,-4.000000E-16,-7.000000E-16,3.511963E+01,6.666670E-01,3.333330E-01,2.181241E-01,0.000000E+00,0.000000E+00,3.060733E-01,6.666670E-01,3.333330E-01,3.389161E-01,3.333330E-01,6.666670E-01,3.645356E-01,3.333330E-01,6.666670E-01,2.777539E-01,2.400000E+01,7.400000E+01,6.000000E+00,8.000000E+00,3.500000E+01,0.000000E+00,0
3.106350E+00,0.000000E+00,0.000000E+00,-1.553175E+00,2.690178E+00,2.000000E-16,5.000000E-16,-1.000000E-15,3.612334E+01,0.000000E+00,0.000000E+00,3.055607E-01,6.666670E-01,3.333330E-01,2.229341E-01,6.666670E-01,3.333330E-01,3.373492E-01,3.333330E-01,6.666670E-01,3.627836E-01,3.333330E-01,6.666670E-01,2.767753E-01,2.400000E+01,7.400000E+01,6.000000E+00,8.000000E+00,1.700000E+01,0.000000E+00,0
3.194770E+00,0.000000E+00,0.000000E+00,-1.597385E+00,2.766752E+00,0.000000E+00,0.000000E+00,-6.000000E-16,3.415146E+01,0.000000E+00,0.000000E+00,3.009980E-01,6.666670E-01,3.333330E-01,3.346131E-01,6.666670E-01,3.333330E-01,2.334901E-01,3.333330E-01,6.666670E-01,3.608329E-01,3.333330E-01,6.666670E-01,2.754689E-01,2.400000E+01,7.400000E+01,6.000000E+00,8.000000E+00,9.000000E+00,0.000000E+00,0
3.018967E+00,0.000000E+00,0.000000E+00,-1.509483E+00,2.614502E+00,1.000000E-16,-1.000000E-16,-1.400000E-15,3.824476E+01,0.000000E+00,0.000000E+00,3.009001E-01,6.666670E-01,3.333330E-01,3.343785E-01,6.666670E-01,3.333330E-01,2.425035E-01,3.333330E-01,6.666670E-01,3.575690E-01,3.333330E-01,6.666670E-01,2.700519E-01,2.400000E+01,7.400000E+01,6.000000E+00,8.000000E+00,1.000000E+00,0.000000E+00,0
3.051137E+00,-1.000000E-16,0.000000E+00,-1.525568E+00,2.642362E+00,-2.000000E-16,-1.000000E-16,1.400000E-15,3.744254E+01,0.000000E+00,0.000000E+00,3.022125E-01,6.666670E-01,3.333330E-01,3.346722E-01,3.333330E-01,6.666670E-01,3.587911E-01,6.666670E-01,3.333330E-01,2.393831E-01,3.333330E-01,6.666670E-01,2.703440E-01,2.400000E+01,7.400000E+01,6.000000E+00,8.000000E+00,8.000000E+00,0.000000E+00,0
