f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,band gap,label
3.280237E+00,0.000000E+00,0.000000E+00,-1.640118E+00,2.840768E+00,0.000000E+00,-1.000000E-16,-5.000000E-16,3.239502E+01,0.000000E+00,0.000000E+00,3.047051E-01,6.666670E-01,3.333330E-01,2.157320E-01,6.666670E-01,3.333330E-01,3.442014E-01,3.333330E-01,6.666670E-01,2.733438E-01,3.333330E-01,6.666670E-01,3.674206E-01,2.400000E+01,7.200000E+01,6.000000E+00,8.000000E+00,1.700000E+01,4.810000E-01,1
3.277581E+00,0.000000E+00,0.000000E+00,-1.638791E+00,2.838469E+00,0.000000E+00,1.000000E-16,-5.000000E-16,3.244754E+01,0.000000E+00,0.000000E+00,3.012803E-01,6.666670E-01,3.333330E-01,3.411557E-01,6.666670E-01,3.333330E-01,2.284896E-01,3.333330E-01,6.666670E-01,2.700607E-01,3.333330E-01,6.666670E-01,3.644165E-01,2.400000E+01,7.200000E+01,6.000000E+00,8.000000E+00,9.000000E+00,4.440000E-01,1
3.164915E+00,0.000000E+00,0.000000E+00,-1.582457E+00,2.740897E+00,1.000000E-16,1.000000E-16,4.000000E-16,3.479883E+01,0.000000E+00,0.000000E+00,3.021780E-01,6.666670E-01,3.333330E-01,3.373499E-01,6.666670E-01,3.333330E-01,2.362506E-01,3.333330E-01,6.666670E-01,2.688957E-01,3.333330E-01,6.666670E-01,3.607286E-01,2.400000E+01,7.200000E+01,6.000000E+00,8.000000E+00,1.000000E+00,0.000000E+00,0
3.276638E+00,1.000000E-16,0.000000E+00,-1.638319E+00,2.837651E+00,0.000000E+00,-2.000000E-16,-1.000000E-16,3.246622E+01,3.333330E-01,6.666670E-01,3.807699E-01,6.666670E-01,3.333330E-01,3.256942E-01,6.666670E-01,3.333330E-01,2.330649E-01,3.333330E-01,6.666670E-01,2.655130E-01,0.000000E+00,0.000000E+00,3.003611E-01,2.400000E+01,7.200000E+01,7.000000E+00,3.500000E+01,1.000000E+00,0.000000E+00,0
3.380648E+00,-2.000000E-16,0.000000E+00,-1.690324E+00,2.927727E+00,2.000000E-16,4.000000E-16,2.000000E-16,3.049921E+01,6.666670E-01,3.333330E-01,2.075912E-01,3.333330E-01,6.666670E-01,3.846752E-01,6.666670E-01,3.333330E-01,3.341419E-01,3.333330E-01,6.666670E-01,2.727037E-01,0.000000E+00,0.000000E+00,3.062909E-01,2.400000E+01,7.200000E+01,7.000000E+00,1.700000E+01,3.500000E+01,0.000000E+00,0
3.238319E+00,0.000000E+00,0.000000E+00,-1.619159E+00,2.804466E+00,0.000000E+00,-1.000000E-16,-9.000000E-16,3.323911E+01,3.333330E-01,6.666670E-01,3.753480E-01,6.666670E-01,3.333330E-01,3.265184E-01,6.666670E-01,3.333330E-01,2.349442E-01,3.333330E-01,6.666670E-01,2.669285E-01,0.000000E+00,0.000000E+00,3.016638E-01,2.400000E+01,7.200000E+01,7.000000E+00,1.700000E+01,1.000000E+00,0.000000E+00,0
3.365528E+00,-2.000000E-16,0.000000E+00,-1.682764E+00,2.914632E+00,-1.000000E-16,-2.000000E-16,5.000000E-16,3.077388E+01,6.666670E-01,3.333330E-01,2.113514E-01,6.666670E-01,3.333330E-01,3.366861E-01,3.333330E-01,6.666670E-01,3.713373E-01,3.333330E-01,6.666670E-01,2.759166E-01,0.000000E+00,0.000000E+00,3.101116E-01,2.400000E+01,7.200000E+01,7.000000E+00,9.000000E+00,3.500000E+01,0.000000E+00,0
3.330595E+00,-1.000000E-16,0.000000E+00,-1.665298E+00,2.884380E+00,0.000000E+00,-1.000000E-16,2.000000E-16,3.142280E+01,6.666670E-01,3.333330E-01,2.168674E-01,6.666670E-01,3.333330E-01,3.350233E-01,3.333330E-01,6.666670E-01,3.699333E-01,3.333330E-01,6.666670E-01,2.746748E-01,0.000000E+00,0.000000E+00,3.089042E-01,2.400000E+01,7.200000E+01,7.000000E+00,9.000000E+00,1.700000E+01,0.000000E+00,0
3.255117E+00,1.000000E-16,1.000000E-16,-1.627559E+00,2.819014E+00,1.000000E-16,-3.000000E-16,-1.700000E-15,3.289693E+01,6.666670E-01,3.333330E-01,3.294790E-01,3.333330E-01,6.666670E-01,3.640977E-01,6.666670E-01,3.333330E-01,2.374267E-01,3.333330E-01,6.666670E-01,2.696143E-01,0.000000E+00,0.000000E+00,3.047852E-01,2.400000E+01,7.200000E+01,7.000000E+00,9.000000E+00,1.000000E+00,0.000000E+00,0
3.483174E+00,0.000000E+00,0.000000E+00,-1.741587E+00,3.016517E+00,0.000000E+00,1.000000E-16,-2.000000E-16,2.873018E+01,6.666670E-01,3.333330E-01,2.054496E-01,6.666670E-01,3.333330E-01,3.648557E-01,3.333330E-01,6.666670E-01,2.761082E-01,0.000000E+00,0.000000E+00,2.936556E-01,3.333330E-01,6.666670E-01,3.653339E-01,2.400000E+01,7.200000E+01,7.000000E+00,8.000000E+00,3.500000E+01,0.000000E+00,0
3.447119E+00,-5.000000E-16,-2.000000E-16,-1.723560E+00,2.985293E+00,1.000000E-16,-4.000000E-16,-1.000000E-16,2.933432E+01,6.666670E-01,3.333330E-01,2.106127E-01,6.666670E-01,3.333330E-01,3.643106E-01,3.333330E-01,6.666670E-01,2.740193E-01,0.000000E+00,0.000000E+00,2.922153E-01,3.333330E-01,6.666670E-01,3.642451E-01,2.400000E+01,7.200000E+01,7.000000E+00,8.000000E+00,1.700000E+01,0.000000E+00,0
3.427040E+00,-2.000000E-16,0.000000E+00,-1.713520E+00,2.967904E+00,-1.000000E-16,5.000000E-16,-6.000000E-16,2.967907E+01,6.666670E-01,3.333330E-01,3.592382E-01,6.666670E-01,3.333330E-01,2.265973E-01,3.333330E-01,6.666670E-01,2.710957E-01,0.000000E+00,0.000000E+00,2.894168E-01,3.333330E-01,6.666670E-01,3.590549E-01,2.400000E+01,7.200000E+01,7.000000E+00,8.000000E+00,9.000000E+00,0.000000E+00,0
3.118513E+00,0.000000E+00,1.000000E-16,-1.559257E+00,2.700712E+00,3.000000E-16,-1.600000E-15,-1.100000E-15,3.584210E+01,6.666670E-01,3.333330E-01,3.358651E-01,6.666670E-01,3.333330E-01,2.392765E-01,3.333330E-01,6.666670E-01,2.687413E-01,0.000000E+00,0.000000E+00,3.022075E-01,3.333330E-01,6.666670E-01,3.593124E-01,2.400000E+01,7.200000E+01,7.000000E+00,8.000000E+00,1.000000E+00,0.000000E+00,0
3.355718E+00,0.000000E+00,0.000000E+00,-1.677859E+00,2.906137E+00,0.000000E+00,0.000000E+00,-3.000000E-16,3.095406E+01,3.333330E-01,6.666670E-01,3.882859E-01,6.666670E-01,3.333330E-01,2.095073E-01,0.000000E+00,0.000000E+00,3.034403E-01,6.666670E-01,3.333330E-01,3.311906E-01,3.333330E-01,6.666670E-01,2.729788E-01,2.400000E+01,4.200000E+01,6.000000E+00,3.500000E+01,3.500000E+01,0.000000E+00,0
3.172242E+00,0.000000E+00,0.000000E+00,-1.586121E+00,2.747243E+00,0.000000E+00,0.000000E+00,-3.000000E-16,3.463824E+01,3.333330E-01,6.666670E-01,3.780165E-01,0.000000E+00,0.000000E+00,2.987061E-01,6.666670E-01,3.333330E-01,3.248289E-01,6.666670E-01,3.333330E-01,2.374994E-01,3.333330E-01,6.666670E-01,2.663520E-01,2.400000E+01,4.200000E+01,6.000000E+00,3.500000E+01,1.000000E+00,0.000000E+00,0
3.271061E+00,0.000000E+00,0.000000E+00,-1.635530E+00,2.832822E+00,0.000000E+00,1.000000E-16,-3.000000E-16,3.257702E+01,6.666670E-01,3.333330E-01,2.119434E-01,0.000000E+00,0.000000E+00,3.051855E-01,3.333330E-01,6.666670E-01,3.822344E-01,6.666670E-01,3.333330E-01,3.323367E-01,3.333330E-01,6.666670E-01,2.737030E-01,2.400000E+01,4.200000E+01,6.000000E+00,1.700000E+01,3.500000E+01,0.000000E+00,0
3.223865E+00,0.000000E+00,0.000000E+00,-1.611932E+00,2.791949E+00,0.000000E+00,0.000000E+00,-1.000000E-16,3.353783E+01,0.000000E+00,0.000000E+00,3.045507E-01,3.333330E-01,6.666670E-01,3.799704E-01,6.666670E-01,3.333330E-01,2.174412E-01,6.666670E-01,3.333330E-01,3.307675E-01,3.333330E-01,6.666670E-01,2.726731E-01,2.400000E+01,4.200000E+01,6.000000E+00,1.700000E+01,1.700000E+01,0.000000E+00,0
3.159745E+00,0.000000E+00,0.000000E+00,-1.579872E+00,2.736419E+00,0.000000E+00,0.000000E+00,-1.000000E-16,3.491280E+01,0.000000E+00,0.000000E+00,3.012195E-01,3.333330E-01,6.666670E-01,3.719679E-01,6.666670E-01,3.333330E-01,3.236614E-01,6.666670E-01,3.333330E-01,2.396046E-01,3.333330E-01,6.666670E-01,2.689496E-01,2.400000E+01,4.200000E+01,6.000000E+00,1.700000E+01,1.000000E+00,0.000000E+00,0
3.277506E+00,0.000000E+00,0.000000E+00,-1.638753E+00,2.838403E+00,0.000000E+00,0.000000E+00,1.000000E-16,3.244903E+01,6.666670E-01,3.333330E-01,2.143235E-01,0.000000E+00,0.000000E+00,3.076863E-01,6.666670E-01,3.333330E-01,3.356166E-01,3.333330E-01,6.666670E-01,3.715627E-01,3.333330E-01,6.666670E-01,2.762139E-01,2.400000E+01,4.200000E+01,6.000000E+00,9.000000E+00,3.500000E+01,0.000000E+00,0
