nn1,nn2,nn3,nn4,nn5,np1,np2,np3,np4,np5,ne1,ne2,ne3,ne4,ne5,p1,p2,p3,p4,p5,gno1,gno2,gno3,gno4,gno5,ar1,ar2,ar3,ar4,ar5,en1,en2,en3,en4,en5,ie1,ie2,ie3,ie4,ie5,d1,d2,d3,d4,d5,mp1,mp2,mp3,mp4,mp5,bp1,bp2,bp3,bp4,bp5,numiso1,numiso2,numiso3,numiso4,numiso5,shell1,shell2,shell3,shell4,shell5,spheat1,spheat2,spheat3,spheat4,spheat5,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,label
28,28,6,45,45,24,24,6,35,35,24,24,6,35,35,4,4,2,4,4,6,6,14,17,17,1.9,1.9,0.91,1.1,1.1,1.66,1.66,2.55,2.96,2.96,6.7665,6.7665,11.2603,11.8138,11.8138,7.15,7.15,2.27,3.12,3.12,2130.15,2130.15,3948.15,266.05,266.05,2944,2944,4300,332,332,9,9,7,19,19,4,4,2,4,4,0.449,0.449,0.709,0.474,0.474,206.64,112.56,112.56,0.64,25.2,0.183696,0.347216,5.716086022,4.561496,1905017.762,2498307.84,27.84,0.64,0.009926,0
28,28,6,45,0,24,24,6,35,1,24,24,6,35,1,4,4,2,4,1,6,6,14,17,1,1.9,1.9,0.91,1.1,0.79,1.66,1.66,2.55,2.96,2.2,6.7665,6.7665,11.2603,11.8138,13.5984,7.15,7.15,2.27,3.12,0.0000899,2130.15,2130.15,3948.15,266.05,14.175,2944,2944,4300,332,20.28,9,9,7,19,3,4,4,2,4,1,0.449,0.449,0.709,0.474,14.304,267.84,158.8,158.8,1.6,34.16,0.23404,0.256624,7.745861508,7.918474391,2064485.87,2743081.357,27.84,1.6,30.408266,0
28,28,6,18,45,24,24,6,17,35,24,24,6,17,35,4,4,2,3,4,6,6,14,17,17,1.9,1.9,0.91,0.97,1.1,1.66,1.66,2.55,3.16,2.96,6.7665,6.7665,11.2603,12.9676,11.8138,7.15,7.15,2.27,0.00321,3.12,2130.15,2130.15,3948.15,172.31,266.05,2944,2944,4300,239.11,332,9,9,7,11,19,4,4,2,3,4,0.449,0.449,0.709,0.479,0.474,165.6,90.96,90.96,0.64,25.2,0.201064,0.401776,6.911948954,7.913561257,1961995.034,2567995.999,17.6,0.64,0.009856,0
28,28,6,18,18,24,24,6,17,17,24,24,6,17,17,4,4,2,3,3,6,6,14,17,17,1.9,1.9,0.91,0.97,0.97,1.66,1.66,2.55,3.16,3.16,6.7665,6.7665,11.2603,12.9676,12.9676,7.15,7.15,2.27,0.00321,0.00321,2130.15,2130.15,3948.15,172.31,172.31,2944,2944,4300,239.11,239.11,9,9,7,11,11,4,4,2,3,3,0.449,0.449,0.709,0.479,0.479,66.24,43.44,43.44,0.56,25.2,0.21708,0.453136,8.001311532,10.48847612,2018269.331,2636993.873,2.24,0.56,0.009784,0
28,28,6,18,0,24,24,6,17,1,24,24,6,17,1,4,4,2,3,1,6,6,14,17,1,1.9,1.9,0.91,0.97,0.79,1.66,1.66,2.55,3.16,2.2,6.7665,6.7665,11.2603,12.9676,13.5984,7.15,7.15,2.27,0.00321,0.0000899,2130.15,2130.15,3948.15,172.31,14.175,2944,2944,4300,239.11,20.28,9,9,7,11,3,4,4,2,3,1,0.449,0.449,0.709,0.479,14.304,129.6,88.24,88.24,1.36,34.16,0.248184,0.323344,8.776998722,10.49261128,2119574.281,2810453.062,7.36,1.36,30.402664,0
28,28,6,10,45,24,24,6,9,35,24,24,6,9,35,4,4,2,2,4,6,6,14,17,17,1.9,1.9,0.91,0.57,1.1,1.66,1.66,2.55,3.98,2.96,6.7665,6.7665,11.2603,17.4228,11.8138,7.15,7.15,2.27,0.0017,3.12,2130.15,2130.15,3948.15,53.63,266.05,2944,2944,4300,85.03,332,9,9,7,6,19,4,4,2,2,4,0.449,0.449,0.709,0.824,0.474,198.24,114.64,114.64,0.96,25.2,0.288424,0.759296,15.52784241,7.915938622,2038164.998,2689678.768,21.6,0.96,0.024346,0
28,28,6,10,18,24,24,6,9,17,24,24,6,9,17,4,4,2,2,3,6,6,14,17,17,1.9,1.9,0.91,0.57,0.97,1.66,1.66,2.55,3.98,3.16,6.7665,6.7665,11.2603,17.4228,12.9676,7.15,7.15,2.27,0.0017,0.00321,2130.15,2130.15,3948.15,53.63,172.31,2944,2944,4300,85.03,239.11,9,9,7,6,11,4,4,2,2,3,0.449,0.449,0.709,0.824,0.479,81.6,55.6,55.6,0.8,25.2,0.30028,0.797536,16.20597221,10.49047698,2093549.289,2757531.643,3.04,0.8,0.024136,0
28,28,6,10,10,24,24,6,9,9,24,24,6,9,9,4,4,2,2,2,6,6,14,17,17,1.9,1.9,0.91,0.57,0.57,1.66,1.66,2.55,3.98,3.98,6.7665,6.7665,11.2603,17.4228,17.4228,7.15,7.15,2.27,0.0017,0.0017,2130.15,2130.15,3948.15,53.63,53.63,2944,2944,4300,85.03,85.03,9,9,7,6,6,4,4,2,2,2,0.449,0.449,0.709,0.824,0.824,91.84,62.64,62.64,0.96,25.2,0.37068,1.088144,22.82272833,10.49247765,2167702.452,2876170.162,1.84,0.96,0.028966,0
28,28,6,10,0,24,24,6,9,1,24,24,6,9,1,4,4,2,2,1,6,6,14,17,1,1.9,1.9,0.91,0.57,0.79,1.66,1.66,2.55,3.98,2.2,6.7665,6.7665,11.2603,17.4228,13.5984,7.15,7.15,2.27,0.0017,0.0000899,2130.15,2130.15,3948.15,53.63,14.175,2944,2944,4300,85.03,20.28,9,9,7,6,3,4,4,2,2,1,0.449,0.449,0.709,0.824,14.304,133.44,90.16,90.16,1.44,34.16,0.325624,0.73072,16.75683219,10.49461176,2193352.842,2928293.446,4.96,1.44,30.035446,0
28,28,6,0,0,24,24,6,1,1,24,24,6,1,1,4,4,2,1,1,6,6,14,1,1,1.9,1.9,0.91,0.79,0.79,1.66,1.66,2.55,2.2,2.2,6.7665,6.7665,11.2603,13.5984,13.5984,7.15,7.15,2.27,0.0000899,0.0000899,2130.15,2130.15,3948.15,14.175,14.175,2944,2944,4300,20.28,20.28,9,9,7,3,3,4,4,2,1,1,0.449,0.449,0.709,14.304,14.304,167.04,112.56,112.56,1.84,22.64,0.276696,0.119824,9.520853222,10.49674566,2218878.696,2980081.324,7.36,1.84,45.505094,0
28,28,6,8,45,24,24,6,8,35,24,24,6,8,35,4,4,2,2,4,6,6,14,16,17,1.9,1.9,0.91,0.65,1.1,1.66,1.66,2.55,3.44,2.96,6.7665,6.7665,11.2603,13.6181,11.8138,7.15,7.15,2.27,0.00143,3.12,2130.15,2130.15,3948.15,50.5,266.05,2944,2944,4300,90.2,332,9,9,7,8,19,4,4,2,2,4,0.449,0.449,0.709,0.918,0.474,209.6,119.04,119.04,0.96,23.36,0.266856,0.499664,7.773955126,7.916363791,2040234.864,2685472.646,19.04,0.96,0.03489656,0
28,28,6,8,18,24,24,6,8,17,24,24,6,8,17,4,4,2,2,3,6,6,14,16,17,1.9,1.9,0.91,0.65,0.97,1.66,1.66,2.55,3.44,3.16,6.7665,6.7665,11.2603,13.6181,12.9676,7.15,7.15,2.27,0.00143,0.00321,2130.15,2130.15,3948.15,50.5,172.31,2944,2944,4300,90.2,239.11,9,9,7,8,11,4,4,2,2,3,0.449,0.449,0.709,0.918,0.479,88.64,58.56,58.56,0.8,23.36,0.279544,0.546544,8.803273952,10.49083482,2095595.683,2753363.941,1.76,0.8,0.03464896,0
28,28,6,8,10,24,24,6,8,9,24,24,6,8,9,4,4,2,2,2,6,6,14,16,17,1.9,1.9,0.91,0.65,0.57,1.66,1.66,2.55,3.44,3.98,6.7665,6.7665,11.2603,13.6181,17.4228,7.15,7.15,2.27,0.00143,0.0017,2130.15,2130.15,3948.15,50.5,53.63,2944,2944,4300,90.2,85.03,9,9,7,8,6,4,4,2,2,2,0.449,0.449,0.709,0.918,0.824,97.6,64.96,64.96,0.96,23.36,0.352504,0.872576,16.77608602,10.49283547,2169719.129,2872066.187,1.36,0.96,0.03688456,0
28,28,6,8,0,24,24,6,8,1,24,24,6,8,1,4,4,2,2,1,6,6,14,16,1,1.9,1.9,0.91,0.65,0.79,1.66,1.66,2.55,3.44,2.2,6.7665,6.7665,11.2603,13.6181,13.5984,7.15,7.15,2.27,0.00143,0.0000899,2130.15,2130.15,3948.15,50.5,14.175,2944,2944,4300,90.2,20.28,9,9,7,8,3,4,4,2,2,1,0.449,0.449,0.709,0.918,14.304,137.6,91.84,91.84,1.44,31.04,0.30604,0.438256,9.54613431,10.49496954,2195359.639,2924216.251,4.96,1.44,29.94199496,0
28,28,6,8,8,24,24,6,8,8,24,24,6,8,8,4,4,2,2,2,6,6,14,16,16,1.9,1.9,0.91,0.65,0.65,1.66,1.66,2.55,3.44,3.44,6.7665,6.7665,11.2603,13.6181,13.6181,7.15,7.15,2.27,0.00143,0.00143,2130.15,2130.15,3948.15,50.5,50.5,2944,2944,4300,90.2,90.2,9,9,7,8,8,4,4,2,2,2,0.449,0.449,0.709,0.918,0.918,103.04,67.2,67.2,0.96,21.44,0.333816,0.63368,9.571384352,10.49319327,2171735.021,2867960.074,0.56,0.96,0.04409624,0
28,28,7,45,45,24,24,7,35,35,24,24,7,35,35,4,4,2,4,4,6,6,15,17,17,1.9,1.9,0.75,1.1,1.1,1.66,1.66,3.04,2.96,2.96,6.7665,6.7665,14.5341,11.8138,11.8138,7.15,7.15,0.00125,3.12,3.12,2130.15,2130.15,63.29,266.05,266.05,2944,2944,77.36,332,332,9,9,8,19,19,4,4,2,4,4,0.449,0.449,1.04,0.474,0.474,197.04,105.2,105.2,0.64,26.16,0.218,0.423264,9.494889314,7.46504225,901020.7598,1754204.354,25.76,0.64,0.05367096,0
28,28,7,45,0,24,24,7,35,1,24,24,7,35,1,4,4,2,4,1,6,6,15,17,1,1.9,1.9,0.75,1.1,0.79,1.66,1.66,3.04,2.96,2.2,6.7665,6.7665,14.5341,11.8138,13.5984,7.15,7.15,0.00125,3.12,0.0000899,2130.15,2130.15,63.29,266.05,14.175,2944,2944,77.36,332,20.28,9,9,8,19,3,4,4,2,4,1,0.449,0.449,1.04,0.474,14.304,261.84,154.16,154.16,1.6,36.4,0.264376,0.362464,11.05727092,10.25575696,982208.9383,1893675.363,27.04,1.6,30.08579256,0
28,28,7,18,45,24,24,7,17,35,24,24,7,17,35,4,4,2,3,4,6,6,15,17,17,1.9,1.9,0.75,0.97,1.1,1.66,1.66,3.04,3.16,2.96,6.7665,6.7665,14.5341,12.9676,11.8138,7.15,7.15,0.00125,0.00321,3.12,2130.15,2130.15,63.29,172.31,266.05,2944,2944,77.36,239.11,332,9,9,8,11,19,4,4,2,3,4,0.449,0.449,1.04,0.479,0.474,158.16,85.04,85.04,0.64,26.16,0.233704,0.469984,10.38856741,10.25141012,928864.6894,1792513.23,16.16,0.64,0.05346856,0
28,28,7,18,18,24,24,7,17,17,24,24,7,17,17,4,4,2,3,3,6,6,15,17,17,1.9,1.9,0.75,0.97,0.97,1.66,1.66,3.04,3.16,3.16,6.7665,6.7665,14.5341,12.9676,12.9676,7.15,7.15,0.00125,0.00321,0.00321,2130.15,2130.15,63.29,172.31,172.31,2944,2944,77.36,239.11,239.11,9,9,8,11,11,4,4,2,3,3,0.449,0.449,1.04,0.479,0.479,60.96,38.96,38.96,0.56,26.16,0.248056,0.513504,11.17574515,12.2606276,956005.6441,1830131.822,1.44,0.56,0.05326416,0
28,28,7,18,0,24,24,7,17,1,24,24,7,17,1,4,4,2,3,1,6,6,15,17,1,1.9,1.9,0.75,0.97,0.79,1.66,1.66,3.04,3.16,2.2,6.7665,6.7665,14.5341,12.9676,13.5984,7.15,7.15,0.00125,0.00321,0.0000899,2130.15,2130.15,63.29,172.31,14.175,2944,2944,77.36,239.11,20.28,9,9,8,11,3,4,4,2,3,1,0.449,0.449,1.04,0.479,14.304,125.76,85.04,85.04,1.36,36.4,0.276856,0.421344,11.7862233,12.26419646,1008164.007,1929667.786,7.2,1.36,30.08005816,0
28,28,7,10,45,24,24,7,9,35,24,24,7,9,35,4,4,2,2,4,6,6,15,17,17,1.9,1.9,0.75,0.57,1.1,1.66,1.66,3.04,3.98,2.96,6.7665,6.7665,14.5341,17.4228,11.8138,7.15,7.15,0.00125,0.0017,3.12,2130.15,2130.15,63.29,53.63,266.05,2944,2944,77.36,85.03,332,9,9,8,6,19,4,4,2,2,4,0.449,0.449,1.04,0.824,0.474,191.44,109.36,109.36,0.96,26.16,0.315944,0.79536,17.83762617,10.25351342,968150.238,1862146.05,20.56,0.96,0.05882296,0
28,28,7,10,18,24,24,7,9,17,24,24,7,9,17,4,4,2,2,3,6,6,15,17,17,1.9,1.9,0.75,0.57,0.97,1.66,1.66,3.04,3.98,3.16,6.7665,6.7665,14.5341,17.4228,12.9676,7.15,7.15,0.00125,0.0017,0.00321,2130.15,2130.15,63.29,53.63,172.31,2944,2944,77.36,85.03,239.11,9,9,8,6,11,4,4,2,2,3,0.449,0.449,1.04,0.824,0.479,76.96,51.76,51.76,0.8,26.16,0.326136,0.82576,18.21357113,12.26235439,994401.1876,1898619.643,2.64,0.8,0.05848056,0
28,28,7,10,10,24,24,7,9,9,24,24,7,9,9,4,4,2,2,2,6,6,15,17,17,1.9,1.9,0.75,0.57,0.57,1.66,1.66,3.04,3.98,3.98,6.7665,6.7665,14.5341,17.4228,17.4228,7.15,7.15,0.00125,0.0017,0.0017,2130.15,2130.15,63.29,53.63,53.63,2944,2944,77.36,85.03,85.03,9,9,8,6,6,4,4,2,2,2,0.449,0.449,1.04,0.824,0.824,87.84,59.44,59.44,0.96,26.16,0.391416,1.084224,23.66349255,12.264081,1031669.936,1965208.211,1.84,0.96,0.05417496,0
28,28,7,10,0,24,24,7,9,1,24,24,7,9,1,4,4,2,2,1,6,6,15,17,1,1.9,1.9,0.75,0.57,0.79,1.66,1.66,3.04,3.98,2.2,6.7665,6.7665,14.5341,17.4228,13.5984,7.15,7.15,0.00125,0.0017,0.0000899,2130.15,2130.15,63.29,53.63,14.175,2944,2944,77.36,85.03,20.28,9,9,8,6,3,4,4,2,2,1,0.449,0.449,1.04,0.824,14.304,130.24,87.6,87.6,1.44,36.4,0.349176,0.796576,18.59922207,12.26592288,1045058.153,1995458.22,5.2,1.44,29.70370456,0
28,28,7,0,0,24,24,7,1,1,24,24,7,1,1,4,4,2,1,1,6,6,15,1,1,1.9,1.9,0.75,0.79,0.79,1.66,1.66,3.04,2.2,2.2,6.7665,6.7665,14.5341,13.5984,13.5984,7.15,7.15,0.00125,0.0000899,0.0000899,2130.15,2130.15,63.29,14.175,14.175,2944,2944,77.36,20.28,20.28,9,9,8,3,3,4,4,2,1,1,0.449,0.449,1.04,14.304,14.304,164.64,110.64,110.64,1.84,26.16,0.303064,0.255456,12.36486876,12.26776454,1058321.836,2025372.823,7.84,1.84,44.81640216,0
28,28,7,8,45,24,24,7,8,35,24,24,7,8,35,4,4,2,2,4,6,6,15,16,17,1.9,1.9,0.75,0.65,1.1,1.66,1.66,3.04,3.44,2.96,6.7665,6.7665,14.5341,13.6181,11.8138,7.15,7.15,0.00125,0.00143,3.12,2130.15,2130.15,63.29,50.5,266.05,2944,2944,77.36,90.2,332,9,9,8,8,19,4,4,2,2,4,0.449,0.449,1.04,0.918,0.474,202.96,113.84,113.84,0.96,24.4,0.2954,0.556896,11.08020503,10.25388959,969247.3355,1859686.412,17.84,0.96,0.0668844,1
28,28,7,8,18,24,24,7,8,17,24,24,7,8,17,4,4,2,2,3,6,6,15,16,17,1.9,1.9,0.75,0.65,0.97,1.66,1.66,3.04,3.44,3.16,6.7665,6.7665,14.5341,13.6181,12.9676,7.15,7.15,0.00125,0.00143,0.00321,2130.15,2130.15,63.29,50.5,172.31,2944,2944,77.36,90.2,239.11,9,9,8,8,11,4,4,2,2,3,0.449,0.449,1.04,0.918,0.479,84.16,54.8,54.8,0.8,24.4,0.306424,0.595936,11.80733902,12.26266323,995474.8126,1896198.424,1.2,0.8,0.0665044,1
28,28,7,8,10,24,24,7,8,9,24,24,7,8,9,4,4,2,2,2,6,6,15,16,17,1.9,1.9,0.75,0.65,0.57,1.66,1.66,3.04,3.44,3.98,6.7665,6.7665,14.5341,13.6181,17.4228,7.15,7.15,0.00125,0.00143,0.0017,2130.15,2130.15,63.29,50.5,53.63,2944,2944,77.36,90.2,85.03,9,9,8,8,6,4,4,2,2,2,0.449,0.449,1.04,0.918,0.824,93.76,61.84,61.84,0.96,24.4,0.374264,0.889824,18.61331639,12.26438981,1032713.843,1962850.72,1.2,0.96,0.0596044,1
28,28,7,8,0,24,24,7,8,1,24,24,7,8,1,4,4,2,2,1,6,6,15,16,1,1.9,1.9,0.75,0.65,0.79,1.66,1.66,3.04,3.44,2.2,6.7665,6.7665,14.5341,13.6181,13.5984,7.15,7.15,0.00125,0.00143,0.0000899,2130.15,2130.15,63.29,50.5,14.175,2944,2944,77.36,90.2,20.28,9,9,8,8,3,4,4,2,2,1,0.449,0.449,1.04,0.918,14.304,134.56,89.36,89.36,1.44,33.36,0.330616,0.52528,12.38499034,12.26623165,1046092.182,1993127.509,5.04,1.44,29.6077644,0
28,28,7,8,8,24,24,7,8,8,24,24,7,8,8,4,4,2,2,2,6,6,15,16,16,1.9,1.9,0.75,0.65,0.65,1.66,1.66,3.04,3.44,3.44,6.7665,6.7665,14.5341,13.6181,13.6181,7.15,7.15,0.00125,0.00143,0.00143,2130.15,2130.15,63.29,50.5,50.5,2944,2944,77.36,90.2,90.2,9,9,8,8,8,4,4,2,2,2,0.449,0.449,1.04,0.918,0.918,99.36,64.16,64.16,0.96,22.56,0.3566,0.672096,12.40508087,12.26469861,1033756.967,1960491.091,0.24,0.96,0.06432696,0
28,106,6,45,0,24,72,6,35,1,24,72,6,35,1,4,6,2,4,1,6,4,14,17,1,1.9,2.2,0.91,1.1,0.79,1.66,1.3,2.55,2.96,2.2,6.7665,6.8251,11.2603,11.8138,13.5984,7.15,13.3,2.27,3.12,0.0000899,2130.15,2500.15,3948.15,266.05,14.175,2944,4876,4300,332,20.28,9,17,7,19,3,4,6,2,4,1,0.449,0.144,0.709,0.474,14.304,1447.2,642.64,642.64,3.04,37.04,0.31804,0.355984,7.669654318,21.87155016,2150387.29,3986318.72,36.8,3.04,30.768166,0
28,106,6,18,45,24,72,6,17,35,24,72,6,17,35,4,6,2,3,4,6,4,14,17,17,1.9,2.2,0.91,0.97,1.1,1.66,1.3,2.55,3.16,2.96,6.7665,6.8251,11.2603,12.9676,11.8138,7.15,13.3,2.27,0.00321,3.12,2130.15,2500.15,3948.15,172.31,266.05,2944,4876,4300,239.11,332,9,17,7,11,19,4,6,2,3,4,0.449,0.144,0.709,0.479,0.474,1232.64,513.36,513.36,1.76,30.64,0.280744,0.528784,6.838698954,21.86510194,2043215.658,3777410.997,21.44,1.76,0.032426,0
28,106,6,18,0,24,72,6,17,1,24,72,6,17,1,4,6,2,3,1,6,4,14,17,1,1.9,2.2,0.91,0.97,0.79,1.66,1.3,2.55,3.16,2.2,6.7665,6.8251,11.2603,12.9676,13.5984,7.15,13.3,2.27,0.00321,0.0000899,2130.15,2500.15,3948.15,172.31,14.175,2944,4876,4300,239.11,20.28,9,17,7,11,3,4,6,2,3,1,0.449,0.144,0.709,0.479,14.304,1477.44,641.2,641.2,2.96,37.04,0.335304,0.428464,8.695382518,25.97914773,2208250.405,4068047.503,21.44,2.96,30.762686,0
28,106,6,10,45,24,72,6,9,35,24,72,6,9,35,4,6,2,2,4,6,4,14,17,17,1.9,2.2,0.91,0.57,1.1,1.66,1.3,2.55,3.98,2.96,6.7665,6.8251,11.2603,17.4228,11.8138,7.15,13.3,2.27,0.0017,3.12,2130.15,2500.15,3948.15,53.63,266.05,2944,4876,4300,85.03,332,9,17,7,6,19,4,6,2,2,4,0.449,0.144,0.709,0.824,0.474,1315.2,567.76,567.76,2.24,30.64,0.377704,0.90992,15.43370644,21.86822222,2122898.55,3922908.371,28.64,2.24,0.055334,0
28,106,6,10,18,24,72,6,9,17,24,72,6,9,17,4,6,2,2,3,6,4,14,17,17,1.9,2.2,0.91,0.57,0.97,1.66,1.3,2.55,3.98,3.16,6.7665,6.8251,11.2603,17.4228,12.9676,7.15,13.3,2.27,0.0017,0.00321,2130.15,2500.15,3948.15,53.63,172.31,2944,4876,4300,85.03,239.11,9,17,7,6,11,4,6,2,2,3,0.449,0.144,0.709,0.824,0.479,1367.04,577.84,577.84,2.24,30.64,0.39268,0.95392,16.10642722,25.97622126,2181057.545,4005118.325,15.2,2.24,0.055246,0
28,106,6,10,0,24,72,6,9,1,24,72,6,9,1,4,6,2,2,1,6,4,14,17,1,1.9,2.2,0.91,0.57,0.79,1.66,1.3,2.55,3.98,2.2,6.7665,6.8251,11.2603,17.4228,13.5984,7.15,13.3,2.27,0.0017,0.0000899,2130.15,2500.15,3948.15,53.63,14.175,2944,4876,4300,85.03,20.28,9,17,7,6,3,4,6,2,2,1,0.449,0.144,0.709,0.824,14.304,1531.2,673.84,673.84,3.2,37.04,0.422344,0.859456,16.65433001,25.98189113,2285541.894,4209702.492,22.24,3.2,30.403886,0
28,106,6,8,45,24,72,6,8,35,24,72,6,8,35,4,6,2,2,4,6,4,14,16,17,1.9,2.2,0.91,0.65,1.1,1.66,1.3,2.55,3.44,2.96,6.7665,6.8251,11.2603,13.6181,11.8138,7.15,13.3,2.27,0.00143,3.12,2130.15,2500.15,3948.15,50.5,266.05,2944,4876,4300,90.2,332,9,17,7,8,19,4,6,2,2,4,0.449,0.144,0.709,0.918,0.474,1339.04,576,576,2.24,28.64,0.354216,0.634736,7.697655582,21.86878023,2125061.064,3917903.174,24.8,2.24,0.06817816,1
28,106,6,8,18,24,72,6,8,17,24,72,6,8,17,4,6,2,2,3,6,4,14,16,17,1.9,2.2,0.91,0.65,0.97,1.66,1.3,2.55,3.44,3.16,6.7665,6.8251,11.2603,13.6181,12.9676,7.15,13.3,2.27,0.00143,0.00321,2130.15,2500.15,3948.15,50.5,172.31,2944,4876,4300,90.2,239.11,9,17,7,8,11,4,6,2,2,3,0.449,0.144,0.709,0.918,0.479,1386.56,584.64,584.64,2.24,28.64,0.370024,0.687376,8.721565394,25.97671194,2183196.587,4000151.547,12.64,2.24,0.06805256,1
28,106,6,8,10,24,72,6,8,9,24,72,6,8,9,4,6,2,2,2,6,4,14,16,17,1.9,2.2,0.91,0.65,0.57,1.66,1.3,2.55,3.44,3.98,6.7665,6.8251,11.2603,13.6181,17.4228,7.15,13.3,2.27,0.00143,0.0017,2130.15,2500.15,3948.15,50.5,53.63,2944,4876,4300,90.2,85.03,9,17,7,8,6,4,6,2,2,2,0.449,0.144,0.709,0.918,0.824,1445.44,621.76,621.76,2.56,28.64,0.452584,1.037024,16.67349149,25.97945551,2260832.961,4142668.398,15.44,2.56,0.07870616,1
28,106,6,8,0,24,72,6,8,1,24,72,6,8,1,4,6,2,2,1,6,4,14,16,1,1.9,2.2,0.91,0.65,0.79,1.66,1.3,2.55,3.44,2.2,6.7665,6.8251,11.2603,13.6181,13.5984,7.15,13.3,2.27,0.00143,0.0000899,2130.15,2500.15,3948.15,50.5,14.175,2944,4876,4300,90.2,20.28,9,17,7,8,3,4,6,2,2,1,0.449,0.144,0.709,0.918,14.304,1547.84,679.36,679.36,3.2,33.76,0.40084,0.55144,9.461468562,25.98238175,2287641.339,4204826.222,20.96,3.2,30.31272856,0
28,106,7,45,0,24,72,7,35,1,24,72,7,35,1,4,6,2,4,1,6,4,15,17,1,1.9,2.2,0.75,1.1,0.79,1.66,1.3,3.04,2.96,2.2,6.7665,6.8251,14.5341,11.8138,13.5984,7.15,13.3,0.00125,3.12,0.0000899,2130.15,2500.15,63.29,266.05,14.175,2944,4876,77.36,332,20.28,9,17,8,19,3,4,6,2,4,1,0.449,0.144,1.04,0.474,14.304,1434.96,634.16,634.16,3.04,39.44,0.352216,0.475936,10.96571616,25.32505773,1183102.214,3789563.964,35.36,3.04,30.45376896,0
28,106,7,18,45,24,72,7,17,35,24,72,7,17,35,4,6,2,3,4,6,4,15,17,17,1.9,2.2,0.75,0.97,1.1,1.66,1.3,3.04,3.16,2.96,6.7665,6.8251,14.5341,12.9676,11.8138,7.15,13.3,0.00125,0.00321,3.12,2130.15,2500.15,63.29,172.31,266.05,2944,4876,77.36,239.11,332,9,17,8,11,19,4,6,2,3,4,0.449,0.144,1.04,0.479,0.474,1218.96,503.6,503.6,1.76,31.76,0.317224,0.611104,10.29996984,25.3191758,1125077.169,3654579.467,19.36,1.76,0.08411496,0
28,106,7,18,0,24,72,7,17,1,24,72,7,17,1,4,6,2,3,1,6,4,15,17,1,1.9,2.2,0.75,0.97,0.79,1.66,1.3,3.04,3.16,2.2,6.7665,6.8251,14.5341,12.9676,13.5984,7.15,13.3,0.00125,0.00321,0.0000899,2130.15,2500.15,63.29,172.31,14.175,2944,4876,77.36,239.11,20.28,9,17,8,11,3,4,6,2,3,1,0.449,0.144,1.04,0.479,14.304,1467.36,634.16,634.16,2.96,39.44,0.367816,0.540576,11.68925952,28.86695791,1211831.987,3839913.466,20.64,2.96,30.44815656,0
28,106,7,10,45,24,72,7,9,35,24,72,7,9,35,4,6,2,2,4,6,4,15,17,17,1.9,2.2,0.75,0.57,1.1,1.66,1.3,3.04,3.98,2.96,6.7665,6.8251,14.5341,17.4228,11.8138,7.15,13.3,0.00125,0.0017,3.12,2130.15,2500.15,63.29,53.63,266.05,2944,4876,77.36,85.03,332,9,17,8,6,19,4,6,2,2,4,0.449,0.144,1.04,0.824,0.474,1302.16,558.64,558.64,2.24,31.76,0.409064,0.960096,17.72814262,25.32202202,1167875.646,3748026.891,26.96,2.24,0.09788736,0
28,106,7,10,18,24,72,7,9,17,24,72,7,9,17,4,6,2,2,3,6,4,15,17,17,1.9,2.2,0.75,0.57,0.97,1.66,1.3,3.04,3.98,3.16,6.7665,6.8251,14.5341,17.4228,12.9676,7.15,13.3,0.00125,0.0017,0.00321,2130.15,2500.15,63.29,53.63,172.31,2944,4876,77.36,85.03,239.11,9,17,8,6,11,4,6,2,2,3,0.449,0.144,1.04,0.824,0.479,1356.16,570.16,570.16,2.24,31.76,0.422376,0.996256,18.09867857,28.86432367,1196901.3,3798857.563,14.16,2.24,0.09766696,0
28,106,7,10,0,24,72,7,9,1,24,72,7,9,1,4,6,2,2,1,6,4,15,17,1,1.9,2.2,0.75,0.57,0.79,1.66,1.3,3.04,3.98,2.2,6.7665,6.8251,14.5341,17.4228,13.5984,7.15,13.3,0.00125,0.0017,0.0000899,2130.15,2500.15,63.29,53.63,14.175,2944,4876,77.36,85.03,20.28,9,17,8,6,3,4,6,2,2,1,0.449,0.144,1.04,0.824,14.304,1521.76,667.44,667.44,3.2,39.44,0.449736,0.939424,18.48137231,28.86942725,1252239.061,3929518.505,21.84,3.2,30.08022096,0
28,106,7,8,45,24,72,7,8,35,24,72,7,8,35,4,6,2,2,4,6,4,15,16,17,1.9,2.2,0.75,0.65,1.1,1.66,1.3,3.04,3.44,2.96,6.7665,6.8251,14.5341,13.6181,11.8138,7.15,13.3,0.00125,0.00143,3.12,2130.15,2500.15,63.29,50.5,266.05,2944,4876,77.36,90.2,332,9,17,8,8,19,4,6,2,2,4,0.449,0.144,1.04,0.918,0.474,1326.16,566.96,566.96,2.24,29.84,0.3866,0.70608,10.98855791,25.32253103,1169065.392,3744768.178,22.96,2.24,0.1082424,0
