f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,band gap,g1,g2,g3,g4,g5,label
3.26E+00,0.00E+00,0.00E+00,-1.63E+00,2.82E+00,0.00E+00,0.00E+00,1.00E-16,3.28E+01,3.33E-01,6.67E-01,3.83E-01,6.67E-01,3.33E-01,2.20E-01,0.00E+00,0.00E+00,3.01E-01,3.33E-01,6.67E-01,2.75E-01,6.67E-01,3.33E-01,3.28E-01,2.40E+01,2.40E+01,6.00E+00,3.50E+01,3.50E+01,0.00E+00,6,6,14,17,17,0
3.13E+00,0.00E+00,0.00E+00,-1.56E+00,2.71E+00,0.00E+00,0.00E+00,-2.00E-16,3.56E+01,3.33E-01,6.67E-01,3.74E-01,0.00E+00,0.00E+00,2.96E-01,3.33E-01,6.67E-01,2.70E-01,6.67E-01,3.33E-01,3.22E-01,6.67E-01,3.33E-01,2.44E-01,2.40E+01,2.40E+01,6.00E+00,3.50E+01,1.00E+00,0.00E+00,6,6,14,17,1,0
3.24E+00,0.00E+00,0.00E+00,-1.62E+00,2.81E+00,0.00E+00,1.00E-16,-2.00E-16,3.31E+01,6.67E-01,3.33E-01,2.20E-01,0.00E+00,0.00E+00,3.02E-01,3.33E-01,6.67E-01,3.79E-01,3.33E-01,6.67E-01,2.74E-01,6.67E-01,3.33E-01,3.30E-01,2.40E+01,2.40E+01,6.00E+00,1.70E+01,3.50E+01,0.00E+00,6,6,14,17,17,0
3.18E+00,0.00E+00,0.00E+00,-1.59E+00,2.75E+00,0.00E+00,0.00E+00,-1.00E-16,3.46E+01,0.00E+00,0.00E+00,3.01E-01,3.33E-01,6.67E-01,3.76E-01,6.67E-01,3.33E-01,2.26E-01,3.33E-01,6.67E-01,2.74E-01,6.67E-01,3.33E-01,3.28E-01,2.40E+01,2.40E+01,6.00E+00,1.70E+01,1.70E+01,0.00E+00,6,6,14,17,17,0
3.10E+00,0.00E+00,0.00E+00,-1.55E+00,2.68E+00,0.00E+00,0.00E+00,2.00E-16,3.64E+01,0.00E+00,0.00E+00,2.97E-01,3.33E-01,6.67E-01,3.69E-01,3.33E-01,6.67E-01,2.70E-01,6.67E-01,3.33E-01,3.23E-01,6.67E-01,3.33E-01,2.45E-01,2.40E+01,2.40E+01,6.00E+00,1.70E+01,1.00E+00,0.00E+00,6,6,14,17,1,0
3.27E+00,0.00E+00,0.00E+00,-1.63E+00,2.83E+00,0.00E+00,1.00E-16,-1.00E-16,3.27E+01,6.67E-01,3.33E-01,2.21E-01,0.00E+00,0.00E+00,3.05E-01,3.33E-01,6.67E-01,2.76E-01,6.67E-01,3.33E-01,3.34E-01,3.33E-01,6.67E-01,3.70E-01,2.40E+01,2.40E+01,6.00E+00,9.00E+00,3.50E+01,0.00E+00,6,6,14,17,17,0
3.25E+00,0.00E+00,0.00E+00,-1.62E+00,2.81E+00,0.00E+00,0.00E+00,1.00E-16,3.31E+01,0.00E+00,0.00E+00,3.04E-01,6.67E-01,3.33E-01,2.24E-01,3.33E-01,6.67E-01,2.72E-01,6.67E-01,3.33E-01,3.36E-01,3.33E-01,6.67E-01,3.70E-01,2.40E+01,2.40E+01,6.00E+00,9.00E+00,1.70E+01,0.00E+00,6,6,14,17,17,0
3.26E+00,0.00E+00,0.00E+00,-1.63E+00,2.83E+00,0.00E+00,0.00E+00,0.00E+00,3.27E+01,0.00E+00,0.00E+00,3.01E-01,3.33E-01,6.67E-01,2.69E-01,6.67E-01,3.33E-01,3.34E-01,3.33E-01,6.67E-01,3.67E-01,6.67E-01,3.33E-01,2.35E-01,2.40E+01,2.40E+01,6.00E+00,9.00E+00,9.00E+00,0.00E+00,6,6,14,17,17,0
3.19E+00,0.00E+00,0.00E+00,-1.59E+00,2.76E+00,0.00E+00,-1.00E-16,-4.00E-16,3.44E+01,0.00E+00,0.00E+00,2.99E-01,3.33E-01,6.67E-01,2.68E-01,6.67E-01,3.33E-01,3.31E-01,3.33E-01,6.67E-01,3.64E-01,6.67E-01,3.33E-01,2.43E-01,2.40E+01,2.40E+01,6.00E+00,9.00E+00,1.00E+00,0.00E+00,6,6,14,17,1,0
3.01E+00,0.00E+00,0.00E+00,-1.51E+00,2.61E+00,0.00E+00,0.00E+00,1.00E-16,3.84E+01,0.00E+00,0.00E+00,3.01E-01,3.33E-01,6.67E-01,2.75E-01,6.67E-01,3.33E-01,3.27E-01,3.33E-01,6.67E-01,3.51E-01,6.67E-01,3.33E-01,2.51E-01,2.40E+01,2.40E+01,6.00E+00,1.00E+00,1.00E+00,0.00E+00,6,6,14,1,1,0
3.13E+00,0.00E+00,0.00E+00,-1.57E+00,2.71E+00,2.00E-16,0.00E+00,-5.00E-16,3.55E+01,6.67E-01,3.33E-01,2.26E-01,0.00E+00,0.00E+00,3.02E-01,3.33E-01,6.67E-01,2.79E-01,6.67E-01,3.33E-01,3.37E-01,3.33E-01,6.67E-01,3.61E-01,2.40E+01,2.40E+01,6.00E+00,8.00E+00,3.50E+01,0.00E+00,6,6,14,16,17,0
3.10E+00,0.00E+00,0.00E+00,-1.55E+00,2.68E+00,0.00E+00,0.00E+00,3.00E-16,3.63E+01,0.00E+00,0.00E+00,3.02E-01,6.67E-01,3.33E-01,2.31E-01,3.33E-01,6.67E-01,2.78E-01,6.67E-01,3.33E-01,3.36E-01,3.33E-01,6.67E-01,3.59E-01,2.40E+01,2.40E+01,6.00E+00,8.00E+00,1.70E+01,0.00E+00,6,6,14,16,17,0
3.16E+00,0.00E+00,0.00E+00,-1.58E+00,2.74E+00,0.00E+00,0.00E+00,1.00E-16,3.49E+01,0.00E+00,0.00E+00,2.99E-01,3.33E-01,6.67E-01,2.72E-01,6.67E-01,3.33E-01,3.37E-01,6.67E-01,3.33E-01,2.37E-01,3.33E-01,6.67E-01,3.60E-01,2.40E+01,2.40E+01,6.00E+00,8.00E+00,9.00E+00,0.00E+00,6,6,14,16,17,0
3.01E+00,0.00E+00,0.00E+00,-1.51E+00,2.61E+00,0.00E+00,4.00E-16,5.00E-16,3.84E+01,0.00E+00,0.00E+00,2.98E-01,3.33E-01,6.67E-01,2.74E-01,6.67E-01,3.33E-01,3.29E-01,6.67E-01,3.33E-01,2.50E-01,3.33E-01,6.67E-01,3.54E-01,2.40E+01,2.40E+01,6.00E+00,8.00E+00,1.00E+00,0.00E+00,6,6,14,16,1,0
2.91E+00,0.00E+00,0.00E+00,-1.46E+00,2.52E+00,0.00E+00,-1.00E-16,-2.00E-16,4.12E+01,0.00E+00,0.00E+00,3.01E-01,3.33E-01,6.67E-01,2.70E-01,6.67E-01,3.33E-01,3.32E-01,3.33E-01,6.67E-01,3.55E-01,6.67E-01,3.33E-01,2.48E-01,2.40E+01,2.40E+01,6.00E+00,8.00E+00,8.00E+00,0.00E+00,6,6,14,16,16,0
3.28E+00,0.00E+00,0.00E+00,-1.64E+00,2.84E+00,0.00E+00,0.00E+00,2.00E-16,3.25E+01,3.33E-01,6.67E-01,3.83E-01,6.67E-01,3.33E-01,2.20E-01,3.33E-01,6.67E-01,2.75E-01,6.67E-01,3.33E-01,3.27E-01,0.00E+00,0.00E+00,3.01E-01,2.40E+01,2.40E+01,7.00E+00,3.50E+01,3.50E+01,0.00E+00,6,6,15,17,17,0
3.13E+00,0.00E+00,0.00E+00,-1.57E+00,2.71E+00,0.00E+00,1.00E-16,1.00E-16,3.55E+01,3.33E-01,6.67E-01,3.76E-01,3.33E-01,6.67E-01,2.66E-01,6.67E-01,3.33E-01,3.25E-01,6.67E-01,3.33E-01,2.42E-01,0.00E+00,0.00E+00,2.96E-01,2.40E+01,2.40E+01,7.00E+00,3.50E+01,1.00E+00,0.00E+00,6,6,15,17,1,0
3.24E+00,0.00E+00,0.00E+00,-1.62E+00,2.81E+00,0.00E+00,0.00E+00,-5.00E-16,3.32E+01,6.67E-01,3.33E-01,2.17E-01,3.33E-01,6.67E-01,3.82E-01,3.33E-01,6.67E-01,2.70E-01,6.67E-01,3.33E-01,3.34E-01,0.00E+00,0.00E+00,3.02E-01,2.40E+01,2.40E+01,7.00E+00,1.70E+01,3.50E+01,0.00E+00,6,6,15,17,17,0
3.18E+00,0.00E+00,0.00E+00,-1.59E+00,2.75E+00,0.00E+00,0.00E+00,5.00E-16,3.44E+01,3.33E-01,6.67E-01,3.79E-01,6.67E-01,3.33E-01,2.23E-01,3.33E-01,6.67E-01,2.70E-01,6.67E-01,3.33E-01,3.32E-01,0.00E+00,0.00E+00,3.01E-01,2.40E+01,2.40E+01,7.00E+00,1.70E+01,1.70E+01,0.00E+00,6,6,15,17,17,0
3.09E+00,0.00E+00,0.00E+00,-1.55E+00,2.68E+00,0.00E+00,0.00E+00,6.00E-16,3.64E+01,3.33E-01,6.67E-01,3.71E-01,3.33E-01,6.67E-01,2.68E-01,6.67E-01,3.33E-01,3.26E-01,6.67E-01,3.33E-01,2.43E-01,0.00E+00,0.00E+00,2.97E-01,2.40E+01,2.40E+01,7.00E+00,1.70E+01,1.00E+00,0.00E+00,6,6,15,17,1,0
3.31E+00,0.00E+00,0.00E+00,-1.65E+00,2.87E+00,0.00E+00,0.00E+00,0.00E+00,3.18E+01,6.67E-01,3.33E-01,2.16E-01,3.33E-01,6.67E-01,2.71E-01,6.67E-01,3.33E-01,3.40E-01,3.33E-01,6.67E-01,3.72E-01,0.00E+00,0.00E+00,3.06E-01,2.40E+01,2.40E+01,7.00E+00,9.00E+00,3.50E+01,0.00E+00,6,6,15,17,17,0
3.27E+00,1.00E-16,0.00E+00,-1.63E+00,2.83E+00,0.00E+00,0.00E+00,-3.00E-16,3.26E+01,6.67E-01,3.33E-01,2.22E-01,3.33E-01,6.67E-01,2.70E-01,6.67E-01,3.33E-01,3.38E-01,3.33E-01,6.67E-01,3.71E-01,0.00E+00,0.00E+00,3.04E-01,2.40E+01,2.40E+01,7.00E+00,9.00E+00,1.70E+01,0.00E+00,6,6,15,17,17,0
3.09E+00,0.00E+00,0.00E+00,-1.55E+00,2.68E+00,0.00E+00,0.00E+00,0.00E+00,3.64E+01,3.33E-01,6.67E-01,2.70E-01,6.67E-01,3.33E-01,3.32E-01,3.33E-01,6.67E-01,3.63E-01,6.67E-01,3.33E-01,2.39E-01,0.00E+00,0.00E+00,3.01E-01,2.40E+01,2.40E+01,7.00E+00,9.00E+00,9.00E+00,0.00E+00,6,6,15,17,17,0
3.18E+00,0.00E+00,0.00E+00,-1.59E+00,2.76E+00,0.00E+00,0.00E+00,1.00E-16,3.44E+01,3.33E-01,6.67E-01,2.66E-01,6.67E-01,3.33E-01,3.32E-01,3.33E-01,6.67E-01,3.64E-01,6.67E-01,3.33E-01,2.43E-01,0.00E+00,0.00E+00,3.01E-01,2.40E+01,2.40E+01,7.00E+00,9.00E+00,1.00E+00,0.00E+00,6,6,15,17,1,0
2.87E+00,0.00E+00,0.00E+00,-1.43E+00,2.48E+00,0.00E+00,0.00E+00,-4.00E-16,4.23E+01,3.33E-01,6.67E-01,2.74E-01,6.67E-01,3.33E-01,3.28E-01,3.33E-01,6.67E-01,3.50E-01,6.67E-01,3.33E-01,2.52E-01,0.00E+00,0.00E+00,3.01E-01,2.40E+01,2.40E+01,7.00E+00,1.00E+00,1.00E+00,0.00E+00,6,6,15,1,1,0
3.15E+00,1.00E-16,0.00E+00,-1.58E+00,2.73E+00,0.00E+00,-4.00E-16,-7.00E-16,3.50E+01,6.67E-01,3.33E-01,2.23E-01,3.33E-01,6.67E-01,2.74E-01,6.67E-01,3.33E-01,3.43E-01,0.00E+00,0.00E+00,3.02E-01,3.33E-01,6.67E-01,3.64E-01,2.40E+01,2.40E+01,7.00E+00,8.00E+00,3.50E+01,2.46E-01,6,6,15,16,17,1
3.12E+00,0.00E+00,0.00E+00,-1.56E+00,2.70E+00,-1.00E-16,-3.00E-16,8.00E-16,3.58E+01,6.67E-01,3.33E-01,2.28E-01,3.33E-01,6.67E-01,2.73E-01,6.67E-01,3.33E-01,3.41E-01,0.00E+00,0.00E+00,3.01E-01,3.33E-01,6.67E-01,3.62E-01,2.40E+01,2.40E+01,7.00E+00,8.00E+00,1.70E+01,4.11E-01,6,6,15,16,17,1
3.17E+00,0.00E+00,0.00E+00,-1.59E+00,2.75E+00,0.00E+00,1.00E-16,-4.00E-16,3.46E+01,3.33E-01,6.67E-01,2.70E-01,6.67E-01,3.33E-01,3.39E-01,6.67E-01,3.33E-01,2.37E-01,0.00E+00,0.00E+00,2.98E-01,3.33E-01,6.67E-01,3.61E-01,2.40E+01,2.40E+01,7.00E+00,8.00E+00,9.00E+00,3.84E-01,6,6,15,16,17,1
3.08E+00,0.00E+00,0.00E+00,-1.54E+00,2.67E+00,-1.00E-16,-2.00E-16,5.00E-16,3.68E+01,3.33E-01,6.67E-01,2.58E-01,6.67E-01,3.33E-01,3.79E-01,6.67E-01,3.33E-01,2.30E-01,0.00E+00,0.00E+00,2.74E-01,3.33E-01,6.67E-01,3.64E-01,2.40E+01,2.40E+01,7.00E+00,8.00E+00,1.00E+00,0.00E+00,6,6,15,16,1,0
3.04E+00,0.00E+00,0.00E+00,-1.52E+00,2.64E+00,0.00E+00,-1.00E-16,-6.00E-16,3.76E+01,3.33E-01,6.67E-01,2.68E-01,6.67E-01,3.33E-01,3.34E-01,0.00E+00,0.00E+00,3.01E-01,3.33E-01,6.67E-01,3.56E-01,6.67E-01,3.33E-01,2.46E-01,2.40E+01,2.40E+01,7.00E+00,8.00E+00,8.00E+00,0.00E+00,6,6,15,16,16,0
3.27E+00,0.00E+00,0.00E+00,-1.64E+00,2.83E+00,0.00E+00,0.00E+00,0.00E+00,3.25E+01,3.33E-01,6.67E-01,3.83E-01,0.00E+00,0.00E+00,3.01E-01,6.67E-01,3.33E-01,3.29E-01,6.67E-01,3.33E-01,2.31E-01,3.33E-01,6.67E-01,2.63E-01,2.40E+01,7.20E+01,6.00E+00,3.50E+01,1.00E+00,0.00E+00,6,4,14,17,1,0
3.36E+00,0.00E+00,0.00E+00,-1.68E+00,2.91E+00,0.00E+00,0.00E+00,0.00E+00,3.09E+01,6.67E-01,3.33E-01,2.05E-01,0.00E+00,0.00E+00,3.07E-01,3.33E-01,6.67E-01,3.87E-01,6.67E-01,3.33E-01,3.37E-01,3.33E-01,6.67E-01,2.69E-01,2.40E+01,7.20E+01,6.00E+00,1.70E+01,3.50E+01,0.00E+00,6,4,14,17,17,0
3.23E+00,0.00E+00,0.00E+00,-1.62E+00,2.80E+00,0.00E+00,1.00E-16,1.00E-16,3.34E+01,0.00E+00,0.00E+00,3.02E-01,3.33E-01,6.67E-01,3.78E-01,6.67E-01,3.33E-01,3.29E-01,6.67E-01,3.33E-01,2.33E-01,3.33E-01,6.67E-01,2.64E-01,2.40E+01,7.20E+01,6.00E+00,1.70E+01,1.00E+00,0.00E+00,6,4,14,17,1,0
3.35E+00,1.00E-16,0.00E+00,-1.67E+00,2.90E+00,0.00E+00,-1.00E-16,-3.00E-16,3.11E+01,6.67E-01,3.33E-01,2.08E-01,0.00E+00,0.00E+00,3.10E-01,6.67E-01,3.33E-01,3.39E-01,3.33E-01,6.67E-01,3.76E-01,3.33E-01,6.67E-01,2.72E-01,2.40E+01,7.20E+01,6.00E+00,9.00E+00,3.50E+01,0.00E+00,6,4,14,17,17,0
3.31E+00,0.00E+00,0.00E+00,-1.65E+00,2.86E+00,0.00E+00,0.00E+00,1.00E-16,3.19E+01,0.00E+00,0.00E+00,3.09E-01,6.67E-01,3.33E-01,2.15E-01,6.67E-01,3.33E-01,3.38E-01,3.33E-01,6.67E-01,3.73E-01,3.33E-01,6.67E-01,2.71E-01,2.40E+01,7.20E+01,6.00E+00,9.00E+00,1.70E+01,0.00E+00,6,4,14,17,17,0
3.24E+00,0.00E+00,0.00E+00,-1.62E+00,2.81E+00,0.00E+00,-1.00E-16,2.00E-16,3.31E+01,0.00E+00,0.00E+00,3.04E-01,6.67E-01,3.33E-01,3.32E-01,3.33E-01,6.67E-01,3.67E-01,6.67E-01,3.33E-01,2.36E-01,3.33E-01,6.67E-01,2.67E-01,2.40E+01,7.20E+01,6.00E+00,9.00E+00,1.00E+00,0.00E+00,6,4,14,17,1,0
3.33E+00,0.00E+00,0.00E+00,-1.67E+00,2.88E+00,0.00E+00,0.00E+00,-2.00E-16,3.14E+01,6.67E-01,3.33E-01,2.10E-01,0.00E+00,0.00E+00,3.06E-01,6.67E-01,3.33E-01,3.46E-01,3.33E-01,6.67E-01,2.74E-01,3.33E-01,6.67E-01,3.69E-01,2.40E+01,7.20E+01,6.00E+00,8.00E+00,3.50E+01,6.30E-01,6,4,14,16,17,1
3.28E+00,0.00E+00,0.00E+00,-1.64E+00,2.84E+00,0.00E+00,-1.00E-16,-5.00E-16,3.24E+01,0.00E+00,0.00E+00,3.05E-01,6.67E-01,3.33E-01,2.16E-01,6.67E-01,3.33E-01,3.44E-01,3.33E-01,6.67E-01,2.73E-01,3.33E-01,6.67E-01,3.67E-01,2.40E+01,7.20E+01,6.00E+00,8.00E+00,1.70E+01,4.81E-01,6,4,14,16,17,1
3.28E+00,0.00E+00,0.00E+00,-1.64E+00,2.84E+00,0.00E+00,1.00E-16,-5.00E-16,3.24E+01,0.00E+00,0.00E+00,3.01E-01,6.67E-01,3.33E-01,3.41E-01,6.67E-01,3.33E-01,2.28E-01,3.33E-01,6.67E-01,2.70E-01,3.33E-01,6.67E-01,3.64E-01,2.40E+01,7.20E+01,6.00E+00,8.00E+00,9.00E+00,4.44E-01,6,4,14,16,17,1
3.16E+00,0.00E+00,0.00E+00,-1.58E+00,2.74E+00,1.00E-16,1.00E-16,4.00E-16,3.48E+01,0.00E+00,0.00E+00,3.02E-01,6.67E-01,3.33E-01,3.37E-01,6.67E-01,3.33E-01,2.36E-01,3.33E-01,6.67E-01,2.69E-01,3.33E-01,6.67E-01,3.61E-01,2.40E+01,7.20E+01,6.00E+00,8.00E+00,1.00E+00,0.00E+00,6,4,14,16,1,0
3.28E+00,1.00E-16,0.00E+00,-1.64E+00,2.84E+00,0.00E+00,-2.00E-16,-1.00E-16,3.25E+01,3.33E-01,6.67E-01,3.81E-01,6.67E-01,3.33E-01,3.26E-01,6.67E-01,3.33E-01,2.33E-01,3.33E-01,6.67E-01,2.66E-01,0.00E+00,0.00E+00,3.00E-01,2.40E+01,7.20E+01,7.00E+00,3.50E+01,1.00E+00,0.00E+00,6,4,15,17,1,0
3.38E+00,-2.00E-16,0.00E+00,-1.69E+00,2.93E+00,2.00E-16,4.00E-16,2.00E-16,3.05E+01,6.67E-01,3.33E-01,2.08E-01,3.33E-01,6.67E-01,3.85E-01,6.67E-01,3.33E-01,3.34E-01,3.33E-01,6.67E-01,2.73E-01,0.00E+00,0.00E+00,3.06E-01,2.40E+01,7.20E+01,7.00E+00,1.70E+01,3.50E+01,0.00E+00,6,4,15,17,17,0
3.24E+00,0.00E+00,0.00E+00,-1.62E+00,2.80E+00,0.00E+00,-1.00E-16,-9.00E-16,3.32E+01,3.33E-01,6.67E-01,3.75E-01,6.67E-01,3.33E-01,3.27E-01,6.67E-01,3.33E-01,2.35E-01,3.33E-01,6.67E-01,2.67E-01,0.00E+00,0.00E+00,3.02E-01,2.40E+01,7.20E+01,7.00E+00,1.70E+01,1.00E+00,0.00E+00,6,4,15,17,1,0
3.37E+00,-2.00E-16,0.00E+00,-1.68E+00,2.91E+00,-1.00E-16,-2.00E-16,5.00E-16,3.08E+01,6.67E-01,3.33E-01,2.11E-01,6.67E-01,3.33E-01,3.37E-01,3.33E-01,6.67E-01,3.71E-01,3.33E-01,6.67E-01,2.76E-01,0.00E+00,0.00E+00,3.10E-01,2.40E+01,7.20E+01,7.00E+00,9.00E+00,3.50E+01,0.00E+00,6,4,15,17,17,0
3.33E+00,-1.00E-16,0.00E+00,-1.67E+00,2.88E+00,0.00E+00,-1.00E-16,2.00E-16,3.14E+01,6.67E-01,3.33E-01,2.17E-01,6.67E-01,3.33E-01,3.35E-01,3.33E-01,6.67E-01,3.70E-01,3.33E-01,6.67E-01,2.75E-01,0.00E+00,0.00E+00,3.09E-01,2.40E+01,7.20E+01,7.00E+00,9.00E+00,1.70E+01,0.00E+00,6,4,15,17,17,0
3.26E+00,1.00E-16,1.00E-16,-1.63E+00,2.82E+00,1.00E-16,-3.00E-16,-1.70E-15,3.29E+01,6.67E-01,3.33E-01,3.29E-01,3.33E-01,6.67E-01,3.64E-01,6.67E-01,3.33E-01,2.37E-01,3.33E-01,6.67E-01,2.70E-01,0.00E+00,0.00E+00,3.05E-01,2.40E+01,7.20E+01,7.00E+00,9.00E+00,1.00E+00,0.00E+00,6,4,15,17,1,0
3.48E+00,0.00E+00,0.00E+00,-1.74E+00,3.02E+00,0.00E+00,1.00E-16,-2.00E-16,2.87E+01,6.67E-01,3.33E-01,2.05E-01,6.67E-01,3.33E-01,3.65E-01,3.33E-01,6.67E-01,2.76E-01,0.00E+00,0.00E+00,2.94E-01,3.33E-01,6.67E-01,3.65E-01,2.40E+01,7.20E+01,7.00E+00,8.00E+00,3.50E+01,0.00E+00,6,4,15,16,17,0
3.45E+00,-5.00E-16,-2.00E-16,-1.72E+00,2.99E+00,1.00E-16,-4.00E-16,-1.00E-16,2.93E+01,6.67E-01,3.33E-01,2.11E-01,6.67E-01,3.33E-01,3.64E-01,3.33E-01,6.67E-01,2.74E-01,0.00E+00,0.00E+00,2.92E-01,3.33E-01,6.67E-01,3.64E-01,2.40E+01,7.20E+01,7.00E+00,8.00E+00,1.70E+01,0.00E+00,6,4,15,16,17,0
3.43E+00,-2.00E-16,0.00E+00,-1.71E+00,2.97E+00,-1.00E-16,5.00E-16,-6.00E-16,2.97E+01,6.67E-01,3.33E-01,3.59E-01,6.67E-01,3.33E-01,2.27E-01,3.33E-01,6.67E-01,2.71E-01,0.00E+00,0.00E+00,2.89E-01,3.33E-01,6.67E-01,3.59E-01,2.40E+01,7.20E+01,7.00E+00,8.00E+00,9.00E+00,0.00E+00,6,4,15,16,17,0
3.12E+00,0.00E+00,1.00E-16,-1.56E+00,2.70E+00,3.00E-16,-1.60E-15,-1.10E-15,3.58E+01,6.67E-01,3.33E-01,3.36E-01,6.67E-01,3.33E-01,2.39E-01,3.33E-01,6.67E-01,2.69E-01,0.00E+00,0.00E+00,3.02E-01,3.33E-01,6.67E-01,3.59E-01,2.40E+01,7.20E+01,7.00E+00,8.00E+00,1.00E+00,0.00E+00,6,4,15,16,1,0
3.36E+00,0.00E+00,0.00E+00,-1.68E+00,2.91E+00,0.00E+00,0.00E+00,-3.00E-16,3.10E+01,3.33E-01,6.67E-01,3.88E-01,6.67E-01,3.33E-01,2.10E-01,0.00E+00,0.00E+00,3.03E-01,6.67E-01,3.33E-01,3.31E-01,3.33E-01,6.67E-01,2.73E-01,2.40E+01,4.20E+01,6.00E+00,3.50E+01,3.50E+01,0.00E+00,6,6,14,17,17,0
3.17E+00,0.00E+00,0.00E+00,-1.59E+00,2.75E+00,0.00E+00,0.00E+00,-3.00E-16,3.46E+01,3.33E-01,6.67E-01,3.78E-01,0.00E+00,0.00E+00,2.99E-01,6.67E-01,3.33E-01,3.25E-01,6.67E-01,3.33E-01,2.37E-01,3.33E-01,6.67E-01,2.66E-01,2.40E+01,4.20E+01,6.00E+00,3.50E+01,1.00E+00,0.00E+00,6,6,14,17,1,0
3.27E+00,0.00E+00,0.00E+00,-1.64E+00,2.83E+00,0.00E+00,1.00E-16,-3.00E-16,3.26E+01,6.67E-01,3.33E-01,2.12E-01,0.00E+00,0.00E+00,3.05E-01,3.33E-01,6.67E-01,3.82E-01,6.67E-01,3.33E-01,3.32E-01,3.33E-01,6.67E-01,2.74E-01,2.40E+01,4.20E+01,6.00E+00,1.70E+01,3.50E+01,0.00E+00,6,6,14,17,17,0
3.22E+00,0.00E+00,0.00E+00,-1.61E+00,2.79E+00,0.00E+00,0.00E+00,-1.00E-16,3.35E+01,0.00E+00,0.00E+00,3.05E-01,3.33E-01,6.67E-01,3.80E-01,6.67E-01,3.33E-01,2.17E-01,6.67E-01,3.33E-01,3.31E-01,3.33E-01,6.67E-01,2.73E-01,2.40E+01,4.20E+01,6.00E+00,1.70E+01,1.70E+01,0.00E+00,6,6,14,17,17,0
3.16E+00,0.00E+00,0.00E+00,-1.58E+00,2.74E+00,0.00E+00,0.00E+00,-1.00E-16,3.49E+01,0.00E+00,0.00E+00,3.01E-01,3.33E-01,6.67E-01,3.72E-01,6.67E-01,3.33E-01,3.24E-01,6.67E-01,3.33E-01,2.40E-01,3.33E-01,6.67E-01,2.69E-01,2.40E+01,4.20E+01,6.00E+00,1.70E+01,1.00E+00,0.00E+00,6,6,14,17,1,0
3.28E+00,0.00E+00,0.00E+00,-1.64E+00,2.84E+00,0.00E+00,0.00E+00,1.00E-16,3.24E+01,6.67E-01,3.33E-01,2.14E-01,0.00E+00,0.00E+00,3.08E-01,6.67E-01,3.33E-01,3.36E-01,3.33E-01,6.67E-01,3.72E-01,3.33E-01,6.67E-01,2.76E-01,2.40E+01,4.20E+01,6.00E+00,9.00E+00,3.50E+01,0.00E+00,6,6,14,17,17,0
3.25E+00,0.00E+00,0.00E+00,-1.62E+00,2.81E+00,0.00E+00,0.00E+00,1.00E-16,3.30E+01,0.00E+00,0.00E+00,3.07E-01,6.67E-01,3.33E-01,2.19E-01,6.67E-01,3.33E-01,3.34E-01,3.33E-01,6.67E-01,3.71E-01,3.33E-01,6.67E-01,2.75E-01,2.40E+01,4.20E+01,6.00E+00,9.00E+00,1.70E+01,0.00E+00,6,6,14,17,17,0
3.30E+00,1.00E-16,0.00E+00,-1.65E+00,2.86E+00,0.00E+00,0.00E+00,0.00E+00,3.21E+01,0.00E+00,0.00E+00,3.03E-01,6.67E-01,3.33E-01,3.31E-01,3.33E-01,6.67E-01,3.66E-01,6.67E-01,3.33E-01,2.32E-01,3.33E-01,6.67E-01,2.73E-01,2.40E+01,4.20E+01,6.00E+00,9.00E+00,9.00E+00,3.48E-01,6,6,14,17,17,1
3.18E+00,0.00E+00,0.00E+00,-1.59E+00,2.75E+00,0.00E+00,-1.00E-16,1.00E-16,3.45E+01,0.00E+00,0.00E+00,3.02E-01,6.67E-01,3.33E-01,3.29E-01,3.33E-01,6.67E-01,3.64E-01,6.67E-01,3.33E-01,2.41E-01,3.33E-01,6.67E-01,2.70E-01,2.40E+01,4.20E+01,6.00E+00,9.00E+00,1.00E+00,0.00E+00,6,6,14,17,1,0
3.04E+00,0.00E+00,0.00E+00,-1.52E+00,2.63E+00,0.00E+00,0.00E+00,-2.00E-16,3.78E+01,0.00E+00,0.00E+00,3.04E-01,6.67E-01,3.33E-01,3.29E-01,3.33E-01,6.67E-01,3.55E-01,6.67E-01,3.33E-01,2.45E-01,3.33E-01,6.67E-01,2.72E-01,2.40E+01,4.20E+01,6.00E+00,1.00E+00,1.00E+00,0.00E+00,6,6,14,1,1,0
3.14E+00,0.00E+00,0.00E+00,-1.57E+00,2.72E+00,1.00E-16,1.00E-16,-2.10E-15,3.53E+01,6.67E-01,3.33E-01,2.19E-01,0.00E+00,0.00E+00,3.06E-01,6.67E-01,3.33E-01,3.39E-01,3.33E-01,6.67E-01,2.77E-01,3.33E-01,6.67E-01,3.64E-01,2.40E+01,4.20E+01,6.00E+00,8.00E+00,3.50E+01,0.00E+00,6,6,14,16,17,0
3.11E+00,1.00E-16,0.00E+00,-1.55E+00,2.69E+00,0.00E+00,5.00E-16,2.00E-16,3.61E+01,0.00E+00,0.00E+00,3.06E-01,6.67E-01,3.33E-01,2.24E-01,6.67E-01,3.33E-01,3.37E-01,3.33E-01,6.67E-01,2.76E-01,3.33E-01,6.67E-01,3.63E-01,2.40E+01,4.20E+01,6.00E+00,8.00E+00,1.70E+01,0.00E+00,6,6,14,16,17,0
